OBJECTID,FeatureID,NbrhdID,DevName,DevType,DevPhase,PlatDate,PathToPlatGeo,PathToPlatNotGeo,PathToPlatGeoWeb,PathToPlatNotGeoWeb,PlatType,Comments,GlobalID,created_date,last_edited_date,Shape__Area,Shape__Length
168,NP100258,SA100408,Medlock Bridge,Subdivision,"Unit 1, Phase 1",1986-09-18T00:00:00.000Z,P:\MedlockBridge\plat_geo\Unit1Phase1_19950519.tif,"X:\Records\Plats\Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)\Final\Unit1Phase1_19950519.tif",http:\\gis.johnscreekga.gov\docs\MedlockBridge\plat_geo\Unit1Phase1_19950519.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)/Final/Unit1Phase1_19950519.tif",Final,,8c739924-14be-4188-b4c2-0c8390aae3c1,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,125889.65625,4910.59449460453
169,NP100260,SA100408,Medlock Bridge,Subdivision,"Unit 3, Phase 1",1990-09-21T00:00:00.000Z,P:\MedlockBridge\plat_geo\Unit3_Phase1_19900921.tif,"X:\Records\Plats\Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)\Final\Unit3_Phase1_19900921.tif",http:\\gis.johnscreekga.gov\docs\MedlockBridge\plat_geo\Unit3_Phase1_19900921.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)/Final/Unit3_Phase1_19900921.tif",Final,,4a10df35-8292-4a3a-a45d-4497ce317e78,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,48310.1328125,1768.86938428216
170,NP100264,SA100396,North Fulton Estates,Subdivision,,1979-08-10T00:00:00.000Z,,X:\Records\Plats\North_Fulton_Estates\Final\Unit1_19790810.tif,,http://gis.johnscreekga.gov/docs_records/Plats/North_Fulton_Estates/Final/Unit1_19790810.tif,Final,,a82027d3-654a-48f1-942f-560daf788792,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,24257.47265625,694.640873619187
171,NP100265,SA100408,Medlock Bridge,Subdivision,"Unit 1, Section 2",1987-03-05T00:00:00.000Z,P:\MedlockBridge\plat_geo\Unit1Section2_19870305.tif,"X:\Records\Plats\Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)\Final\Unit1Section2_19870305.tif",http:\\gis.johnscreekga.gov\docs\MedlockBridge\plat_geo\Unit1Section2_19870305.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)/Final/Unit1Section2_19870305.tif",Final,,8b99716f-8b56-4615-ac04-301c5547fa94,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,45607.67578125,1843.51050233213
172,NP100267,SA100408,Medlock Bridge,Subdivision,"Unit 2, Phase 2",1992-02-03T00:00:00.000Z,P:\MedlockBridge\plat_geo\Unit2Phase2.tif,"X:\Records\Plats\Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)\Final\Unit2Phase2.tif",http:\\gis.johnscreekga.gov\docs\MedlockBridge\plat_geo\Unit2Phase2.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)/Final/Unit2Phase2.tif",Final,,fad9c89b-cae7-4e35-a998-c38ef4d3b02e,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,72568.51171875,2937.44094764101
173,NP100271,SA100408,Medlock Bridge,Subdivision,"Unit 3, Phase 2A",1991-11-18T00:00:00.000Z,P:\MedlockBridge\plat_geo\Unit3_Phase2A_19911118.tif,"X:\Records\Plats\Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)\Final\Unit3_Phase2A_19911118.tif",http:\\gis.johnscreekga.gov\docs\MedlockBridge\plat_geo\Unit3_Phase2A_19911118.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)/Final/Unit3_Phase2A_19911118.tif",Final,,08b6c3dd-95aa-4a9e-84f3-0bba67cb36c9,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,69603.015625,2578.02512421795
174,NP100273,SA100408,Medlock Bridge,Subdivision,Unit 7,1995-01-11T00:00:00.000Z,P:\MedlockBridge\plat_geo\Unit7_19950111.tif,"X:\Records\Plats\Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)\Final\Unit7_19950111.tif",http:\\gis.johnscreekga.gov\docs\MedlockBridge\plat_geo\Unit7_19950111.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)/Final/Unit7_19950111.tif",Final,,1e96d0ff-404e-480c-b484-ac0666befa0f,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,75314.640625,2902.76118397836
175,NP100274,SA100408,Medlock Bridge,Subdivision,"Unit 3, Phase 2B",1993-05-07T00:00:00.000Z,P:\MedlockBridge\plat_geo\Unit3Phase2B_19930507.tif,"X:\Records\Plats\Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)\Final\Unit3Phase2B_19930507.tif",http:\\gis.johnscreekga.gov\docs\MedlockBridge\plat_geo\Unit3Phase2B_19930507.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)/Final/Unit3Phase2B_19930507.tif",Final,,81585516-b88a-4f38-9dc7-d2289568dc71,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,29855.9140625,1373.84216946878
176,NP100276,SA100408,Medlock Bridge,Subdivision,"Unit 4, Phase 1",1995-09-20T00:00:00.000Z,P:\MedlockBridge\plat_geo\Unit4Phase1.tif,"X:\Records\Plats\Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)\Final\Unit4Phase1_.tif",http:\\gis.johnscreekga.gov\docs\MedlockBridge\plat_geo\Unit4Phase1.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)/Final/Unit4Phase1_.tif",Final,,77d14625-4814-4bee-a20e-117619b02a56,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,36940.37890625,2078.33062828709
177,NP100277,SA100408,Medlock Bridge,Subdivision,"Unit 4, Phase 2",1992-12-04T00:00:00.000Z,P:\MedlockBridge\plat_geo\Unit4Phase2_19921204.tif,"X:\Records\Plats\Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)\Final\Unit4Phase2_19921204.tif",http:\\gis.johnscreekga.gov\docs\MedlockBridge\plat_geo\Unit4Phase2_19921204.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)/Final/Unit4Phase2_19921204.tif",Final,,bec0d23f-227f-430d-b1a4-c265b73c6fa6,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,16074.4140625,894.211815740191
178,NP100281,SA100408,Medlock Bridge,Subdivision,Unit 5,2001-07-19T00:00:00.000Z,P:\MedlockBridge\plat_geo\Unit5_20010719.tif,"X:\Records\Plats\Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)\Final\Unit5_20010719.tif",http:\\gis.johnscreekga.gov\docs\MedlockBridge\plat_geo\Unit5_20010719.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)/Final/Unit5_20010719.tif",Final,,a249bca4-7d03-407b-85c0-bd7408d8c0a2,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,62205.78125,2994.79878585177
179,NP100284,SA100408,Medlock Bridge,Subdivision,"Unit 6, Phase 1",1994-02-04T00:00:00.000Z,P:\MedlockBridge\plat_geo\Unit6Phase1_19940204.tif,"X:\Records\Plats\Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)\Final\Unit6Phase1_19940204.tif",http:\\gis.johnscreekga.gov\docs\MedlockBridge\plat_geo\Unit6Phase1_19940204.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)/Final/Unit6Phase1_19940204.tif",Final,,243e3180-3e4e-45ed-a7e6-4bfe936e9255,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,25056.1171875,1312.84099485788
180,NP100287,SA100408,Medlock Bridge,Subdivision,"Unit 6, Phase 1-2",1999-06-16T00:00:00.000Z,P:\MedlockBridge\plat_geo\Unit6Phase1-2.tif,"X:\Records\Plats\Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)\Final\Unit6Phase1-2_.tif",http:\\gis.johnscreekga.gov\docs\MedlockBridge\plat_geo\Unit6Phase1-2.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)/Final/Unit6Phase1-2_.tif",Final,,815a6791-1890-46a1-8a0f-4a6e24b442df,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,11457.12890625,635.867603066724
181,NP100288,SA100408,Medlock Bridge,Subdivision,"Unit 6, Phase 2",1996-01-31T00:00:00.000Z,P:\MedlockBridge\plat_geo\Unit6Phase2_19960131.tif,"X:\Records\Plats\Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)\Final\Unit6Phase2_19960131.tif",http:\\gis.johnscreekga.gov\docs\MedlockBridge\plat_geo\Unit6Phase2_19960131.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)/Final/Unit6Phase2_19960131.tif",Final,,1e173575-2496-4d0d-8c66-a51a25e035f0,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,104665.55078125,3593.9329363508
182,NP100292,SA100408,Medlock Bridge,Subdivision,"Unit 6, Phase 3",1993-07-23T00:00:00.000Z,P:\MedlockBridge\plat_geo\Unit6Phase3_19930723.tif,"X:\Records\Plats\Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)\Final\Unit6Phase3_19930723.tif",http:\\gis.johnscreekga.gov\docs\MedlockBridge\plat_geo\Unit6Phase3_19930723.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)/Final/Unit6Phase3_19930723.tif",Final,,a55dfded-5c3b-4408-9bf3-b5416164db43,2013-06-13T13:38:43.000Z,2013-09-03T12:01:25.000Z,50958.390625,2069.32920647628
183,NP100293,SA100408,Medlock Bridge,Subdivision,"Unit 6, Phase 4",1994-03-04T00:00:00.000Z,P:\MedlockBridge\plat_geo\Unit6Phase4_19940304.tif,"X:\Records\Plats\Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)\Final\Unit6Phase4_19940304.tif",http:\\gis.johnscreekga.gov\docs\MedlockBridge\plat_geo\Unit6Phase4_19940304.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)/Final/Unit6Phase4_19940304.tif",Final,,02a33822-d77f-4d5c-bdd2-0cbc2907e53f,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,53723.6640625,1729.86530922674
184,NP100296,SA100408,Medlock Bridge,Subdivision,"Unit 8, Phase 2, Section B",1996-12-04T00:00:00.000Z,P:\MedlockBridge\plat_geo\Unit8_SectionB_Phase2_19961204.tif,"X:\Records\Plats\Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)\Final\Unit8_SectionB_Phase2_19961204.tif",http:\\gis.johnscreekga.gov\docs\MedlockBridge\plat_geo\Unit8_SectionB_Phase2_19961204.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)/Final/Unit8_SectionB_Phase2_19961204.tif",Final,,cbcf0fdd-ccde-4321-8351-ae575f187670,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,81257.08984375,2451.15006032223
185,NP100297,SA100408,Medlock Bridge,Subdivision,"Unit 8 A&B, Phase 1",1997-10-16T00:00:00.000Z,P:\MedlockBridge\plat_geo\Unit8A&BPhase1_19971016.tif,"X:\Records\Plats\Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)\Final\Unit8A&BPhase1_19971016.tif",http:\\gis.johnscreekga.gov\docs\MedlockBridge\plat_geo\Unit8A&BPhase1_19971016.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)/Final/Unit8A&BPhase1_19971016.tif",Final,,1c1e064b-bc85-4058-a8d5-885e9a9d0281,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,101979.48046875,3622.98134411021
186,NP100300,SA100408,Medlock Bridge,Subdivision,"Unit 8A, Phase 2",1997-05-28T00:00:00.000Z,P:\MedlockBridge\plat_geo\Unit8APhase2_19970528_pg2.tif,"X:\Records\Plats\Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)\Final\Unit8APhase2_19970528.tif",http:\\gis.johnscreekga.gov\docs\MedlockBridge\plat_geo\Unit8APhase2_19970528_pg2.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)/Final/Unit8APhase2_19970528.tif",Final,,c44406d7-032d-49a4-b03d-68eb3c86384a,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,21764.15234375,1022.30997717449
187,NP100302,SA100408,Medlock Bridge,Subdivision,Unit 8C,1999-01-20T00:00:00.000Z,P:\MedlockBridge\plat_geo\Unit8C_19990120pg2.tif,"X:\Records\Plats\Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)\Final\Unit8C_19990120.tif",http:\\gis.johnscreekga.gov\docs\MedlockBridge\plat_geo\Unit8C_19990120pg2.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)/Final/Unit8C_19990120.tif",Final,,004ef4b9-4e21-477b-a31c-b21f7ea6a00c,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,29350.90234375,1014.21625450942
188,NP100304,SA100408,Medlock Bridge,Subdivision,Unit 8C,1999-01-20T00:00:00.000Z,P:\MedlockBridge\plat_geo\Unit8C_19990120.tif,"X:\Records\Plats\Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)\Final\Unit8C_19990120.tif",http:\\gis.johnscreekga.gov\docs\MedlockBridge\plat_geo\Unit8C_19990120.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)/Final/Unit8C_19990120.tif",Final,,e619428d-47b5-454d-8516-04d0a36c0a06,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,25310.46484375,779.096896533613
189,NP100306,SA100408,Medlock Bridge,Subdivision,Unit 9,2001-07-18T00:00:00.000Z,P:\MedlockBridge\plat_geo\Unit9_20010718.tif,"X:\Records\Plats\Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)\Final\Unit9_20010718.tif",http:\\gis.johnscreekga.gov\docs\MedlockBridge\plat_geo\Unit9_20010718.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)/Final/Unit9_20010718.tif",Final,,95a5f66a-dde6-4d8b-9f98-d51977b6002c,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,123646.73828125,4244.81585008539
190,NP100318,SA100349,Oakmont,Subdivision,,1994-10-21T00:00:00.000Z,P:\Oakmont\plat_geo\19941021.tif,X:\Records\Plats\Oakmont_AKA_Ashlee_Oaks\Final\19941021.tif,http:\\gis.johnscreekga.gov\docs\Oakmont\plat_geo\19941021.tif,http://gis.johnscreekga.gov/docs_records/Plats/Oakmont_AKA_Ashlee_Oaks/Final/19941021.tif,Final,,a9cee0c3-fbdb-4882-872e-e5c1406c725b,2013-06-13T13:38:43.000Z,2016-02-02T18:32:07.000Z,73711.18359375,2705.71244950149
191,NP100319,SA100422,Seven Oaks,Subdivision,Phase 1,1985-05-10T00:00:00.000Z,P:\SevenOaks\plat_geo\Phase1_19921113_pg2.tif,X:\Records\Plats\Seven_Oaks\Final\Phase1_19921113_pg2.tif,http:\\gis.johnscreekga.gov\docs\SevenOaks\plat_geo\Phase1_19921113_pg2.tif,http://gis.johnscreekga.gov/docs_records/Plats/Seven_Oaks/Final/Phase1_19921113_pg2.tif,Final,,992fa907-72f0-413d-9882-d67426dde6f4,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,373574.97265625,8846.69848149446
192,NP100320,SA100284,Sugar Mill,Subdivision,Unit 2A,1998-05-26T00:00:00.000Z,P:\SugarMill\plat_geo\Unit2A_19980526pg1.tif,X:\Records\Plats\Sugar_Mill\Final\Unit2A_19980526.tif,http:\\gis.johnscreekga.gov\docs\SugarMill\plat_geo\Unit2A_19980526pg1.tif,http://gis.johnscreekga.gov/docs_records/Plats/Sugar_Mill/Final/Unit2A_19980526.tif,Final,,827df4ee-0dd9-4d80-9dd7-ce2a2e43bff6,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,98945.6796875,3550.72151624824
193,NP100321,SA100284,Sugar Mill,Subdivision,Unit 2A and 6,1995-02-24T00:00:00.000Z,P:\SugarMill\plat_geo\Unit2Aand6_19950224.tif,X:\Records\Plats\Sugar_Mill\Final\Unit2Aand6_19950224.tif,http:\\gis.johnscreekga.gov\docs\SugarMill\plat_geo\Unit2Aand6_19950224.tif,http://gis.johnscreekga.gov/docs_records/Plats/Sugar_Mill/Final/Unit2Aand6_19950224.tif,Final,,07d62c53-a74d-4e1f-b548-789f68197f80,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,179149.19921875,5350.61726445849
194,NP100322,SA100284,Sugar Mill,Subdivision,Unit 2B,1995-01-27T00:00:00.000Z,P:\SugarMill\plat_geo\Unit2B_19950127.tif,X:\Records\Plats\Sugar_Mill\Final\Unit2B_19950127.tif,http:\\gis.johnscreekga.gov\docs\SugarMill\plat_geo\Unit2B_19950127.tif,http://gis.johnscreekga.gov/docs_records/Plats/Sugar_Mill/Final/Unit2B_19950127.tif,Final,,22f1e943-438c-47ca-ac02-b6d4c0d4626e,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,32392.859375,1371.0143701345
195,NP100323,SA100284,Sugar Mill,Subdivision,Unit 1B,1993-07-20T00:00:00.000Z,P:\SugarMill\plat_geo\Unit1B_19930720.tif,X:\Records\Plats\Sugar_Mill\Final\Unit1B_19930720.tif,http:\\gis.johnscreekga.gov\docs\SugarMill\plat_geo\Unit1B_19930720.tif,http://gis.johnscreekga.gov/docs_records/Plats/Sugar_Mill/Final/Unit1B_19930720.tif,Final,,ff7cd289-55bb-4f55-a8e1-dc975fe94212,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,140441.8125,5627.52451108504
196,NP100327,SA100284,Sugar Mill,Subdivision,Unit 1A,1993-08-20T00:00:00.000Z,P:\SugarMill\plat_geo\Unit1A_19930820.tif,X:\Records\Plats\Sugar_Mill\Final\Unit1A_19930820.tif,http:\\gis.johnscreekga.gov\docs\SugarMill\plat_geo\Unit1A_19930820.tif,http://gis.johnscreekga.gov/docs_records/Plats/Sugar_Mill/Final/Unit1A_19930820.tif,Final,,ae0ad4a3-858c-4543-a5cd-d319f313796a,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,94410.65234375,3501.37005315467
197,NP100329,SA100284,Sugar Mill,Subdivision,Unit 3A,1999-01-13T00:00:00.000Z,P:\SugarMill\plat_geo\Unit3A_19990113pg1.tif,X:\Records\Plats\Sugar_Mill\Final\Unit3A_19990113pg1.tif,http:\\gis.johnscreekga.gov\docs\SugarMill\plat_geo\Unit3A_19990113pg1.tif,http://gis.johnscreekga.gov/docs_records/Plats/Sugar_Mill/Final/Unit3A_19990113pg1.tif,Final,,9a7f5a06-a62c-4a0c-8be7-4196db3dd988,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,74482.38671875,2713.48699116438
198,NP100330,SA100284,Sugar Mill,Subdivision,Unit 4,1999-04-21T00:00:00.000Z,P:\SugarMill\plat_geo\Unit4_19990421pg2.tif,X:\Records\Plats\Sugar_Mill\Final\Unit4_19990421pg2.tif,http:\\gis.johnscreekga.gov\docs\SugarMill\plat_geo\Unit4_19990421pg2.tif,http://gis.johnscreekga.gov/docs_records/Plats/Sugar_Mill/Final/Unit4_19990421pg2.tif,Final,,8b339e26-f087-4969-98aa-4edb4013b534,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,93278.60546875,2996.64373934256
199,NP100332,SA100284,Sugar Mill,Subdivision,"Unit 5B, Phase 1",1997-04-23T00:00:00.000Z,P:\SugarMill\plat_geo\Unit5BPhase1_19970423pg2.tif,X:\Records\Plats\Sugar_Mill\Final\Unit5BPhase1_19970423pg2.tif,http:\\gis.johnscreekga.gov\docs\SugarMill\plat_geo\Unit5BPhase1_19970423pg2.tif,http://gis.johnscreekga.gov/docs_records/Plats/Sugar_Mill/Final/Unit5BPhase1_19970423pg2.tif,Final,,20c9e6fe-e752-434b-a95f-39a56a170d1e,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,43531.40625,1567.855001811
200,NP100333,SA100284,Sugar Mill,Subdivision,Unit 7A,1995-01-20T00:00:00.000Z,P:\SugarMill\plat_geo\Unit7!_19950120.tif,X:\Records\Plats\Sugar_Mill\Final\Unit7A_19950120.tif,http:\\gis.johnscreekga.gov\docs\SugarMill\plat_geo\Unit7!_19950120.tif,http://gis.johnscreekga.gov/docs_records/Plats/Sugar_Mill/Final/Unit7A_19950120.tif,Final,,68524178-3c2f-4d47-9c8b-6a263cf2fc98,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,38329.40234375,1708.4114491422
201,NP100335,SA100284,Sugar Mill,Subdivision,Unit 7B,1996-04-10T00:00:00.000Z,P:\SugarMill\plat_geo\Unit7B_19960410pg2.tif,X:\Records\Plats\Sugar_Mill\Final\Unit7B_19960410pg2.tif,http:\\gis.johnscreekga.gov\docs\SugarMill\plat_geo\Unit7B_19960410pg2.tif,http://gis.johnscreekga.gov/docs_records/Plats/Sugar_Mill/Final/Unit7B_19960410pg2.tif,Final,,72083b40-2a45-4782-b914-1285ca69a884,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,42669.890625,1643.12550317052
202,NP100336,SA100284,Sugar Mill,Subdivision,Unit 7C,1997-01-22T00:00:00.000Z,P:\SugarMill\plat_geo_Unit7C_19970122pg2.tif,X:\Records\Plats\Sugar_Mill\Final\Unit7C_19970122pg2.tif,http:\\gis.johnscreekga.gov\docs\SugarMill\plat_geo_Unit7C_19970122pg2.tif,http://gis.johnscreekga.gov/docs_records/Plats/Sugar_Mill/Final/Unit7C_19970122pg2.tif,Final,,608db8c0-9b43-4411-bbaf-2cbc790448c3,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,65861.4140625,2312.51906096826
203,NP100343,SA100422,Seven Oaks,Subdivision,"Unit 7, Phase 2",1998-11-06T00:00:00.000Z,P:\SevenOaks\plat_geo\Unit7Phase2_19981106.tif,X:\Records\Plats\Seven_Oaks\Final\Unit7Phase2_19981106.tif,http:\\gis.johnscreekga.gov\docs\SevenOaks\plat_geo\Unit7Phase2_19981106.tif,http://gis.johnscreekga.gov/docs_records/Plats/Seven_Oaks/Final/Unit7Phase2_19981106.tif,Final,,71a4a620-fca7-4a78-829a-5c16387412de,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,130158.75390625,2595.22516881055
204,NP100344,SA100422,Seven Oaks,Subdivision,"Unit 7, Phase 1",1997-03-05T00:00:00.000Z,P:\SevenOaks\plat_geo\Unit7Phase1_19970305.tif,X:\Records\Plats\Seven_Oaks\Final\Unit7Phase1_19970305.tif,http:\\gis.johnscreekga.gov\docs\SevenOaks\plat_geo\Unit7Phase1_19970305.tif,http://gis.johnscreekga.gov/docs_records/Plats/Seven_Oaks/Final/Unit7Phase1_19970305.tif,Final,,15fc7f6e-aa3e-409d-a63a-b57a276b29fe,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,26963.9140625,1133.83495794438
205,NP100345,SA100422,Seven Oaks,Subdivision,Unit 4A,1993-02-05T00:00:00.000Z,P:\SevenOaks\plat_geo\Unit4A_19930205.tif,X:\Records\Plats\Seven_Oaks\Final\Unit4A_19930205.tif,http:\\gis.johnscreekga.gov\docs\SevenOaks\plat_geo\Unit4A_19930205.tif,http://gis.johnscreekga.gov/docs_records/Plats/Seven_Oaks/Final/Unit4A_19930205.tif,Final,,77d0bb9a-5175-4d15-8c9c-0c22929a0ba2,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,51946.296875,2170.41402497052
206,NP100347,SA100422,Seven Oaks,Subdivision,"Unit 6, Phase 3A",1998-02-19T00:00:00.000Z,P:\SevenOaks\plat_geo\Unit6Phase3A_19980219.tif,X:\Records\Plats\Seven_Oaks\Final\Unit6Phase3A_19980219.tif,http:\\gis.johnscreekga.gov\docs\SevenOaks\plat_geo\Unit6Phase3A_19980219.tif,http://gis.johnscreekga.gov/docs_records/Plats/Seven_Oaks/Final/Unit6Phase3A_19980219.tif,Final,,aebf2085-9d07-452d-9106-4b1cc8babdff,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,28937.6015625,1046.37893772907
207,NP100348,SA100422,Seven Oaks,Subdivision,"Unit 6, Phase 2",1997-01-22T00:00:00.000Z,P:\SevenOaks\plat_geo\Unit6Phase2_19970122.tif,X:\Records\Plats\Seven_Oaks\Final\Unit6Phase2_19970122.tif,http:\\gis.johnscreekga.gov\docs\SevenOaks\plat_geo\Unit6Phase2_19970122.tif,http://gis.johnscreekga.gov/docs_records/Plats/Seven_Oaks/Final/Unit6Phase2_19970122.tif,Final,,83abe154-6cf1-4d1f-87d1-c03782d4767d,2013-06-13T13:38:43.000Z,2013-06-13T13:38:43.000Z,91853.28515625,2791.1413543096
