OBJECTID_1,Status,FACTYPE1,FACTYPE2,ON_OFFROAD,REGION1,REGION2,Signed,Net_Aff,Comments,State_Rte,Surf_Struc,Marked,Signed_Rte,Edited,NAME,FEAT_MOD_D,WIDTH_USFT,Length_Miles,GlobalID,last_edited_date
452,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Grecken Green to Amber Path,No,Hard, , ,,0341, ,8,0.070751,{FABFE4DF-7E74-4E89-BFBE-9977C09D3EB5},
453,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,From Morallion Hills to Marble Ct.,No,Hard, , ,,0316, ,8,0.073553,{84A0A6DB-F9F8-4C33-AC5E-FF1B271EED48},
454,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,From 0314 to Holly Grove Rd.,No,Hard, , ,,0317, ,8,0.829716,{F87DC4B8-5A14-4920-95DC-8799C20736E6},
455,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Rubicon Rd. to 0317,No,Hard, , ,,0319, ,8,0.173431,{0CB5C441-F32B-46E1-8B8C-DD0A9A3C8579},
456,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Rubicon RRd. To 0320,No,Hard, , ,,0321, ,8,0.074934,{01296647-E9AA-42EC-82DD-1DB4BE8EF458},
457,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Path around Huddleston Pond ( Loop),No,Hard, , ,,1207, , ,0.410015,{CCC98F10-1C63-4509-B250-86E0A6F98F7A},
458,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.005154,{BEAA8D11-3D62-4A63-A7DD-1A71DF064B23},
459,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.009359,{D29DE53D-ED90-4955-8EA2-0B896F5B5AE9},
460,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.005491,{1CC8E0AE-E316-44EA-93B5-D0CA531B38C0},
461,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.006776,{8222571B-EAA9-4BFE-A036-9530614EDDCD},
462,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.008276,{679DF542-7AB3-4A99-87F6-A448527FDEDA},
463,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,1506 to Liquor Store,No,Hard, , ,,1548, ,9,0.042641,{B4AC661E-0F95-470A-BF17-B29A7007EF4C},
464,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,1502 to Commerce Dr. (along Commerce ),No,Hard, , ,,1509, ,9,0.487481,{EDAAE679-3D55-4989-B4D8-1D614BC4CD7F},
465,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.009572,{0F2EEE69-675A-4103-8B25-E46454062584},
466,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.005571,{F816ADFA-7425-41C3-A259-BA51216A4F84},
467,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.009286,{8C305AD4-6A10-4B32-9B10-93906BE0F48F},
468,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.005534,{AE61FAA7-70BA-4B82-82D3-6F0B59871B8B},
469,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.011798,{3844FC6E-32D3-4DF1-AE27-0E67533DBB1A},
470,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,0320 to 0323 Crosses Kenton Place,No,Hard, , ,,0345, ,8,0.090533,{95B2D165-0057-4BB3-8546-D4ADFF98CEB4},
471,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.00527,{B0804695-EFBE-44C9-BB26-9099FDDDA52E},
472,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.005855,{3799E705-8F59-488B-BC06-83D96CF62280},
473,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.011083,{FD1248A5-F9FE-44B8-8785-F6D5A6CB347D},
474,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.011664,{7ACA3F5D-6542-43E3-A465-F377938D7BF9},
475,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Chadwick Dr. to Robinson Rd.,No,Hard, , ,,0331, ,9,0.227897,{096BCDAA-8A15-491D-B413-732529F2E02D},
476,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.010056,{59E55ADB-0593-4DCE-BE0B-48BB4BD7B1D3},
477,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.006577,{E47750D2-F82A-4510-890E-2FBC90927E82},
478,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.031811,{5C37C2CE-DF1F-4E25-9427-563A2A51C9F6},
479,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.14384,{8BE5425B-0FE1-4EAB-BB9E-F11AB99E5C8B},
480,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.004772,{EC86DF33-EA2D-4159-B008-0EDDE581F7FA},
481,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.004538,{D6B8065B-7848-4819-A9C6-02E5FAFDD198},
482,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.005665,{5E21CEAE-5E60-4F7C-9B77-5076D66A660F},
483,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,1547 to Commerce Dr. ( Harry Norman Realtors),No,Hard, , ,,1507, ,9,0.228685,{930CED9F-4940-482B-9344-82A9CF028D3D},
484,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.013144,{A695842A-B00A-44D5-AFCE-28BFCCFC8560},
485,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.006494,{DA0BF965-6657-4D08-8C9C-D6CC67FA48FE},
486,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,0318 to Burgess pt.,No,Hard, , ,,0342, ,8,0.009698,{86B43D94-BDAB-49CC-8420-B31A73CA63AD},
487,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Rockspray Ridge to Cabin Gate (along Loghouse),No,Hard, , ,,0714, ,9,0.092491,{B3F117A8-12F2-4E20-A6EF-78B193A57899},
488,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.013847,{437BB0C3-76CF-4242-849F-BE76B875058D},
489,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,From 0317 to Welton way,No,Hard, , ,,0318, ,8,0.106453,{97819603-D0CF-4520-B0E6-6C44289CF456},
490,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Ambrose Ln. to 0319,No,Hard, , ,,0343, ,8,0.014127,{58968041-E4FE-415F-919C-1D482CE76449},
491,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,From Welton Way to Holly Grove Rd.,No,Hard, , ,,0320, ,8,0.585303,{5DE34DF3-9CA2-48CF-91C7-0ED40E946352},
492,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Kenton Place to Holly Grove Rd. Across from Linden,No,Hard, , ,,0344, ,8,0.056118,{CE8016A6-7F16-466C-A2A9-157560141CA3},
493,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Wisdom Rd. to Chase Ct./ Preston Circle,No,Hard, , ,,1514, ,8,0.29546,{B3F4CA0E-F395-430B-B4E3-6C77A2292A94},
494,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.005571,{56A62EEC-87E9-427F-87E4-3079B68BAECB},
495,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Bedford Pk. To 0320,No,Hard, , ,,0322, ,8,0.037875,{ED529A23-3B43-4A84-8856-9BA1E74F4244},
496,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Bedford Pk. To Kenton Pl.,No,Hard, , ,,0325, ,8,0.079225,{5D12F7EF-8530-44E6-BDC8-FF266E8EA3DC},
497,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Colonade Dr. to 0323,No,Hard, , ,,0326, ,8,0.043606,{5B5212D1-FA3B-4162-B723-6FBF0012CED8},
498,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Kensington Dr. to Brewster Path,No,Hard, , ,,0323, ,8,0.472005,{35373914-D68A-4E71-B40C-336B2353EAA5},
499,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,From Kensington Dr. to Braellin Rd.,No,Hard, , ,,0324, ,9,0.426934,{7D06D8C6-867C-4E8C-9B47-18932FC72D92},
500,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Weatherstone way to 0324,No,Hard, , ,,0339, ,8,0.047664,{43A96A14-81CE-495A-B374-452B6A607DBE},
501,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,From Calgary Dr to Morallion Hills,No,Hard, , ,,0328, ,8,0.145576,{5926C1B4-C08D-4A0D-B101-3C31DE414649},
502,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Shawville Ln. to Calgary Dr.,No,Hard, , ,,0327, ,8,0.152539,{103BD0AB-DD33-4561-8194-64C05E989485},
503,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Pinehurst Dr. to Robinson Rd.,No,Hard, , ,,0402, ,8,0.571436,{7074B559-9696-4707-BAA0-EB1B2F5EB93E},
504,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Pinehurst Dr. to 0402,No,Hard, , ,,0412, ,8,0.01659,{26D40FD8-F71F-4036-B729-9BD1C09D13B5},
505,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Braellin Rd. to Village On the Green,No,Hard, , ,,0401, ,9,0.192627,{18CC42D6-61EA-4F9F-80E3-9605D28A30C9},
506,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,From 0311 to Morallion Hills,No,Hard, , ,,0314, ,8,0.814721,{AD6408CB-344C-4729-A45E-C5C08D90974A},
507,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,From 0310 to 0314,No,Hard, , ,,0311, ,9,0.303185,{232D0C6D-C91E-499D-AE21-64B8C3854527},
508,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,From Grecken Green to 0317,No,Hard, , ,,0332, ,8,0.023094,{2D5482EC-04F6-4FA1-845F-53848288AA97},
509,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,First path off of Mattan Pt. To 0314,No,Hard, , ,,0333, ,8,0.045117,{CADC2E68-18EB-4CAB-BE44-3C965362693A},
510,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Mattan Pt. To 0314,No,Hard, , ,,0315, ,10,0.032101,{9E6F3451-022C-489C-A8A0-3E8C6A8C45E7},
511,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,From 0311 to Calgary Dr.,No,Hard, , ,,0313, ,9,0.044412,{B14EBCBD-46DA-4BAB-B410-494D729548DE},
512,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Wensley Corner to 0311,No,Hard, , ,,0312, ,8,0.05594,{FB420248-2B87-4157-87DB-5C798D24C517},
513,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Hampton Green to Shawville Ln.,No,Hard, , ,,0310, ,10,0.185892,{F47F6DCF-6DA5-4904-A11D-240793D53C2C},
514,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,From Pkwy Tunnel to Braellin Rd. Tunnel,No,Hard, , ,,0403, ,8,0.429714,{C62A0D63-43DF-4455-874D-7EEEE1B013B9},
515,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Monterey Dr to 0403 (concrete path),No,Hard, , ,,0413, ,9,0.045921,{31D6B84B-09CC-468E-93ED-3B0BA7717933},
516,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,From 0401 to Monterey Dr.,No,Hard, , ,,0414, ,8,0.014641,{041AE647-0A22-483D-B3FF-DF5B539B8F95},
517,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,From Andrean Way to 0403,No,Hard, , ,,0411, ,8,0.051571,{F89E62BF-638D-4319-8C98-32ED8420F725},
518,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,from Path 403 to Augusta Dr,No,Hard, , ,,0415, ,8,0.016236,{EA4512E3-3D17-4BD5-82D8-2BEEED1F300E},
519,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,From T Behind Village Park to Braellin Rd.,No,Hard, , ,,0305, ,8,0.781061,{D146D936-2AC0-4FD1-9C99-6A3AC17E568C},
520,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.006093,{59FA62C3-5D82-44D9-8F6A-F21CEF59AF7A},
521,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,1603 to Interlochen Dr.,No,Hard, , ,,1606, ,9,0.056729,{1ACC5085-494D-4939-9DB2-BF35C8916287},
522,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Flat Creek Rd. to Bridge 24,No,Hard, , ,,1603, ,8,0.691732,{6980C51A-0916-4ECD-9505-D477A2FFC983},
523,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Windalier Ridge to Southern Shore Dr.,No,Hard, , ,,1612, ,8,0.542737,{91E70BA4-6ED7-4901-BF02-74049CECA00A},
524,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Chattan Trl. To 1612,No,Hard, , ,,1613, ,8,0.055398,{9291A78C-0DF7-4BC8-8B0F-611C76749F0D},
525,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Bellenden Dr. to 1612,No,Hard, , ,,1614, ,8,0.034334,{5E0930E1-806B-420F-B32A-34D1E685C32D},
526,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Cirrus Ct. to 1612,No,Hard, , ,,1615, ,8,0.110916,{7421E445-DAAA-4D52-9C77-0BC6C0C5453B},
527,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Southern Shore Dr. to Stoneacre Curve,No,Hard, , ,,1616, ,9,0.138262,{CE61A1D3-0612-4D60-BE2B-13E8D28E88D6},
528,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Stoneacre to Fielding ridge,No,Hard, , ,,1617, ,9,0.087171,{39C18A7B-BFCE-42CC-80C2-1EE5A85E9B68},
529,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Fielding Ridge to 1619,No,Hard, , ,,1618, ,9,0.03946,{06415D9B-D025-409A-9ECC-CF83B4D8AB13},
530,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Mellington Ln. to Taberon Rd.,No,Hard, , ,,1905, ,9,0.869181,{563C08A0-0318-4DC6-BABA-E66FF1BB6CB5},
531,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Emerling Ln. to 1905,No,Hard, , ,,1907, ,8,0.039957,{2F8CC6D3-3A68-4635-A0B2-464E3CA332A7},
532,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Mellington Ln. to 1905,No,Hard, , ,,1914, ,8,0.033424,{13D52493-8FC6-4596-ABC1-9EF7AB1A9087},
533,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Shirewood Pk to 1905,No,Hard, , ,,1917, ,8,0.048422,{6A2AE541-A286-479D-9E32-9CAF3B663DFA},
534,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,1905 to Corrigan Trace,No,Hard, , ,,1909, ,8,0.070017,{77FFEA8A-D321-49B3-A185-4774C4CBA97B},
535,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Tenterden Curve to 1905,No,Hard, , ,,1908, ,8,0.052247,{667E8B54-F2EA-40A0-A265-A27398858926},
536,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Vintage view to Mellington Ln.,No,Hard, , ,,1912, ,8,0.078929,{2DA69B32-C8F1-484E-9192-A7F82374B331},
537,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Baneberry bend to 1905,No,Hard, , ,,1910, ,8,0.108952,{4D6BCD14-F5BB-4540-9E80-E686C76E8B0A},
538,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Lamella Ln. to Santolina Park,No,Hard, , ,,1911, ,8,0.08252,{DEA92A87-9F93-441A-B2D5-A28385B51C0C},
539,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Bridgewater Dr. to 1917,No,Hard, , ,,1902, ,8,0.349651,{7C76C1C0-53FA-4D63-B080-18760C55C2FE},
540,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Lilac Path to 1919,No,Hard, , ,,1901, ,8,0.223422,{58BBD0EE-C66B-4616-8312-E8E4BE95DC0F},
541,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Kedron Dr. to 1901,No,Hard, , ,,1918, ,8,0.042807,{11DE65A7-8797-4A85-8E6C-220570E1ECA8},
542,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Bridge pt. To Bridgewater Dr.,No,Hard, , ,,1919, ,8,0.022191,{DF111A3F-49BC-4B6C-909E-759A08162022},
543,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Shirewood pk to 1902,No,Hard, , ,,1920, ,8,0.039437,{416219D1-B6C1-4E66-A050-F0138C13E34A},
544,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Lexington Pass to Lenox Rd.,No,Hard, , ,,1916, ,8,0.07621,{705EF315-C544-4C62-8A01-F89C870D63B7},
545,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Lexington Pass to Southwick Ln.,No,Hard, , ,,1915, ,8,0.061425,{BEF5D76E-1277-48BD-BACE-D8DB234ADCA9},
546,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Kedron Dr. to 1621&1622,No,Hard, , ,,1619, ,8,0.344908,{DAE98024-A06D-40E7-8F75-F16D7960681E},
547,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,From Tamerlane to 0407,No,Hard, , ,,0410, ,8,0.088439,{36C43091-3A7B-4B30-9576-39B08FFD55E4},
548,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,From 0402 to Braellin Rd.,No,Hard, , ,,0407, ,10,0.469645,{528E8C37-AAB5-499D-848C-9F58D3458F36},
549,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,From 0407 to Crescent Oak,No,Hard, , ,,0416, ,10,0.047386,{28722AE5-FAA5-497E-A4EC-7AD3B5F805D9},
550,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Crescent Oak South to 0407,No,Hard, , ,,0409, ,10,0.038078,{21D112D7-D29C-4B51-A5EF-F993745BD849},
551,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,From 0402 thru Golf Course to Evian Way,No,Hard, , ,,0405, ,8,0.223497,{65A0A52D-6973-4DFD-9920-B3A28CFE4C91},
552,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,0405 to Tamerlane,No,Hard, , ,,0406, ,8,0.084212,{D9707DCA-5728-4026-859A-DDFFD40AB7D8},
553,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Peachtree Pkwy Ext. to School Parking Lot,No,Hard, , ,,0509, ,8,0.126617,{93FC8225-B0F1-4FD6-871C-6699082459B6},
554,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Calloway Crossing  back to 0506,No,Hard, , ,,0507, ,8,0.204149,{1BA9E04C-84CA-494B-9BEB-EE80020D547C},
555,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Biltmore Trace to 0507,No,Hard, , ,,0506, ,8,0.206815,{11BF81C1-A837-4E09-9FEE-800735689DF4},
556,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,0504 to Biltmore trace,No,Hard, , ,,0505, ,8,0.134537,{D1B57B5A-2973-44A6-B497-DF93611FB680},
557,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Dartmouth place E to Bellingrath ct.,No,Hard, , ,,0504, ,8,0.10118,{A09DFB99-86C6-496F-B455-9DF12A81A670},
558,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, Woodruff Way to WhiteHall Close,No,Hard, , ,,0503, ,8,0.121165,{18ED2763-5E35-420D-A68A-582590A84561},
559,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Robinson Bend tr to Wooddruff way,No,Hard, , ,,0501, ,8,0.164519,{5880E1E3-66AA-4916-B8F0-2708C0E3B5A9},
560,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Woodruff Way to 0503,No,Hard, , ,,0508, ,8,0.355958,{ECCAE95B-B9CC-497D-8F00-B832E5197C23},
561,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Dartmouth Pl. W to 0508,No,Hard, , ,,0511, ,8,0.045432,{5D13CB51-8090-4829-AEC1-FA92168BDB00},
562,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Windsor Pl. to Robinson Rd.,No,Hard, , ,,0502, ,8,0.07784,{3804CE0E-AEB5-4367-BDA0-700B9E6B88D9},
563,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.005732,{89AA5570-4177-4C06-B3D6-5C2E5EB69582},
564,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.010681,{C8DB7A07-6A0F-401B-9FF4-66DF36CD3846},
565,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Crofts Corner to 0306,No,Hard, , ,,0334, ,8,0.078221,{5F76BC45-87FD-4044-92DD-8C3A0263E33E},
566,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,From 0305 to Hampton Green Cul-De-Sac,No,Hard, , ,,0306, ,8,0.157225,{BAB59D37-6203-426A-952F-1FAB2EB12174},
567,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Masters Drive N to 0305,No,Hard, , ,,0335, ,8,0.026657,{F1AAF340-875F-415D-A57A-55F26D96C74E},
568,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,0305 to Shannon Circle,No,Hard, , ,,0347, ,9,0.046652,{CED1F1F9-3F9A-49C2-9E17-7BC39210DBBB},
