OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,CHNG_JOBS_2002_07,CHNG_JOBS_AGE_29_YNGR_2002_07,CHNG_JOBS_AGE_30_54_2002_07,CHNG_JOBS_AGE_55_OLDR_2002_07,CHNG_JOBS_1250_LESS_2002_07,CHNG_JOBS_1251_3333_2002_07,CHNG_JOBS_3333_MORE_2002_07,CHNG_PCT_JOBS_29_YNGR_2002_07,CHNG_PCT_JOBS_30_54_2002_07,CHNG_PCT_JOBS_55_OLDR_2002_07,CHNG_PCT_JOBS_1250_LESS_2002_07,CHNG_PCT_JOBS_1251_3333_2002_07,CHNG_PCT_JOBS_3333_MORE_2002_07,CHNG_JOBS_2007_10,CHNG_JOBS_AGE_29_YNGR_2007_10,CHNG_JOBS_AGE_30_54_2007_10,CHNG_JOBS_AGE_55_OLDR_2007_10,CHNG_JOBS_1250_LESS_2007_10,CHNG_JOBS_1251_3333_2007_10,CHNG_JOBS_3333_MORE_2007_10,CHNG_PCT_JOBS_29_YNGR_2007_10,CHNG_PCT_JOBS_30_54_2007_10,CHNG_PCT_JOBS_55_OLDR_2007_10,CHNG_PCT_JOBS_1250_LESS_2007_10,CHNG_PCT_JOBS_1251_3333_2007_10,CHNG_PCT_JOBS_3333_MORE_2007_10,CHNG_JOBS_2010_15,CHNG_JOBS_AGE_29_YNGR_2010_15,CHNG_JOBS_AGE_30_54_2010_15,CHNG_JOBS_AGE_55_OLDR_2010_15,CHNG_JOBS_1250_LESS_2010_15,CHNG_JOBS_1251_3333_2010_15,CHNG_JOBS_3333_MORE_2010_15,CHNG_PCT_JOBS_29_YNGR_2010_15,CHNG_PCT_JOBS_30_54_2010_15,CHNG_PCT_JOBS_55_OLDR_2010_15,CHNG_PCT_JOBS_1250_LESS_2010_15,CHNG_PCT_JOBS_1251_3333_2010_15,CHNG_PCT_JOBS_3333_MORE_2010_15,CHNG_JOBS_2002_15,CHNG_JOBS_AGE_29_YNGR_2002_15,CHNG_JOBS_AGE_30_54_2002_15,CHNG_JOBS_AGE_55_OLDR_2002_15,CHNG_JOBS_1250_LESS_2002_15,CHNG_JOBS_1251_3333_2002_15,CHNG_JOBS_3333_MORE_2002_15,CHNG_PCT_JOBS_29_YNGR_2002_15,CHNG_PCT_JOBS_30_54_2002_15,CHNG_PCT_JOBS_55_OLDR_2002_15,CHNG_PCT_JOBS_1250_LESS_2002_15,CHNG_PCT_JOBS_1251_3333_2002_15,CHNG_PCT_JOBS_3333_MORE_2002_15,GlobalID,last_edited_date
324,13135050541,13135,"Census Tract 505.41, Gwinnett County",5758,742,ARC 10,312.62399292,3.97715998,316.60101318,0.48847499,0.00621431,0.49468899,050541,Gwinnett,-1,3,-3,-1,9,-9,-1,8.10000038,-5.69999981,-2.4000001,23.5,-21.29999924,-2.20000005,-19,-2,-15,-2,-2,-12,-5,11.89999962,-6.80000019,-5.0999999,26.5,-13.69999981,-12.80000019,22,6,11,5,-6,11,17,-4,-7.9000001,11.89999962,-48.29999924,7.9000001,40.5,2,7,-7,2,1,-10,11,16,-20.39999962,4.4000001,1.70000005,-27.10000038,25.5,{97EC8E77-3A3E-43DF-A7BB-7F570234123F},
325,13135050524,13135,"Census Tract 505.24, Gwinnett County",6155,603,ARC 10,822.7800293,27.29669952,850.07702637,1.28559005,0.0426511,1.32825005,050524,Gwinnett,-12,-39,31,-4,-32,-34,54,-8.10000038,8.60000038,-0.5,-6.30000019,-6.5999999,12.80000019,8,-35,17,26,-7,16,-1,-8.30000019,2.70000005,5.5999999,-2.20000005,2.9000001,-0.80000001,242,66,118,58,71,67,104,4.5,-6.4000001,2,-0.30000001,-4.5,4.80000019,238,-8,166,80,32,49,157,-11.89999962,4.9000001,7,-8.69999981,-8.10000038,16.79999924,{C13668C1-9D81-4695-93EE-ADEC54C4A3C4},
326,13135050547,13135,"Census Tract 505.47, Gwinnett County",7993,653,ARC 10,2564.93994141,20.69580078,2585.63989258,4.00771999,0.0323372,4.04006004,050547,Gwinnett,410,157,195,58,84,209,117,0.2,-2.4000001,2.20000005,-9.60000038,3.79999995,5.80000019,-227,-142,-61,-24,-50,-136,-41,-7,6.9000001,0.1,3.70000005,-4.19999981,0.5,166,55,59,52,-23,88,101,0.40000001,-3.9000001,3.5,-9,2.0999999,7,349,70,193,86,11,161,177,-6.4000001,0.60000002,5.80000019,-15,1.70000005,13.30000019,{B5620131-F4FB-4051-8529-9FB3B07A5998},
327,13135050523,13135,"Census Tract 505.23, Gwinnett County",7603,980,ARC 10,1886.70996094,22.27899933,1908.98999023,2.94797993,0.0348109,2.98280001,050523,Gwinnett,244,95,26,123,145,-137,236,0.40000001,-3.20000005,2.79999995,1.70000005,-6.80000019,5.0999999,465,-98,464,99,-19,259,225,-6.5,5.5,1,-4.69999981,2.5,2.29999995,1056,105,512,439,463,49,544,-3.70000005,-2.0999999,5.80000019,2.5999999,-6.9000001,4.30000019,1765,102,1002,661,589,171,1005,-9.89999962,0.2,9.69999981,-0.40000001,-11.19999981,11.60000038,{57C56A24-4D1C-4BAB-9FFC-977AEEE9ED40},
328,13135050724,13135,"Census Tract 507.24, Gwinnett County",15785,1219,ARC 10,6361.72998047,117.55799866,6479.27978516,9.94019985,0.18368401,10.12390041,050724,Gwinnett,-290,80,-373,3,43,-318,-15,7.30000019,-8.89999962,1.60000002,6.5999999,-8.30000019,1.79999995,87,-20,83,24,-21,64,44,-2.20000005,1.70000005,0.5,-2.5,1.39999998,1.10000002,1082,373,481,228,438,351,293,0,-2.29999995,2.29999995,0.1,-1.79999995,1.70000005,879,433,191,255,460,97,322,5.0999999,-9.60000038,4.5,4.0999999,-8.69999981,4.5999999,{09F1180F-13E7-46DE-9431-290FAA28B73B},
329,13135050543,13135,"Census Tract 505.43, Gwinnett County",6754,605,ARC 10,1638.70996094,19.05649948,1657.77001953,2.56048012,0.0297758,2.59027004,050543,Gwinnett,89,58,3,28,111,-25,3,4.80000019,-7,2.20000005,13.80000019,-10.60000038,-3.20000005,93,54,21,18,87,-17,23,2.9000001,-3.20000005,0.2,7.0999999,-7.19999981,0.1,730,242,411,77,184,304,242,-2.0999999,5.5999999,-3.5,-9.10000038,4.5999999,4.5,912,354,435,123,382,262,268,5.69999981,-4.5999999,-1.10000002,11.80000019,-13.19999981,1.39999998,{F31F860A-F7F2-4641-BF34-9D8D64BCF1B9},
330,13135050545,13135,"Census Tract 505.45, Gwinnett County",12596,1095,ARC 10,3274.57006836,54.47829819,3329.05004883,5.11651993,0.0851223,5.20164013,050545,Gwinnett,1414,370,778,266,324,366,724,1.60000002,-3,1.39999998,2.5,-12.30000019,9.80000019,-1118,-308,-689,-121,1,-672,-447,-1.70000005,-0.89999998,2.5999999,8.60000038,-6.80000019,-1.79999995,208,-62,184,86,-194,70,332,-4,2.29999995,1.70000005,-9.30000019,-0.40000001,9.69999981,504,0,273,231,131,-236,609,-4.0999999,-1.60000002,5.69999981,1.79999995,-19.5,17.70000076,{D3836D73-DB3A-4DEA-B59F-F27570E04E32},
331,13135050727,13135,"Census Tract 507.27, Gwinnett County",10872,740,ARC 10,4132.29980469,31.33469963,4163.64013672,6.45671988,0.0489605,6.5056901,050727,Gwinnett,363,136,197,30,21,196,146,2.29999995,-1.39999998,-0.80000001,-6.30000019,1.79999995,4.5999999,-574,-229,-306,-39,-137,-290,-147,-6.0999999,3.5,2.70000005,0.30000001,-1.20000005,0.89999998,-46,-54,-49,57,19,-58,-7,-5.30000019,-2.5,7.80000019,3.79999995,-4.5,0.69999999,-257,-147,-158,48,-97,-152,-8,-9.19999981,-0.5,9.69999981,-2.20000005,-3.9000001,6.0999999,{493AE22A-D65C-448B-8968-AEC9FCB2E9ED},
332,13135050548,13135,"Census Tract 505.48, Gwinnett County",11031,767,ARC 10,4897.02978516,71.0789032,4968.10986328,7.6516099,0.111061,7.76267004,050548,Gwinnett,669,73,326,270,-64,209,524,-1.5,-2.70000005,4.19999981,-4.5,-1.89999998,6.4000001,33,-65,24,74,-32,-141,206,-1.5,0.1,1.5,-0.80000001,-3.4000001,4.19999981,1321,189,722,410,-40,521,840,-0.80000001,-2.20000005,3,-4.19999981,0.1,4.0999999,2023,197,1072,754,-136,589,1570,-3.9000001,-4.80000019,8.69999981,-9.5,-5.0999999,14.60000038,{F6721740-D007-431E-8AF9-E29BC27694D8},
333,13135050546,13135,"Census Tract 505.46, Gwinnett County",16249,1425,ARC 10,5085.18994141,51.92750168,5137.12011719,7.94561005,0.0811367,8.02674961,050546,Gwinnett,59,39,-10,30,26,-11,44,4.30000019,-7.69999981,3.4000001,1.20000005,-5.9000001,4.69999981,126,41,67,18,82,37,7,1.20000005,-0.60000002,-0.60000002,5.5,-1.39999998,-4.0999999,-28,-22,-30,24,-17,4,-15,-2,-2,4,-0.89999998,2,-1.10000002,157,58,27,72,91,30,36,3.5,-10.30000019,6.80000019,5.80000019,-5.30000019,-0.5,{4A0929E6-4F65-4101-BF5B-1E0402427894},
334,13135050726,13135,"Census Tract 507.26, Gwinnett County",9440,1017,ARC 10,7722.64013672,134.09700012,7856.72998047,12.06659985,0.209527,12.27610016,050726,Gwinnett,12,-21,20,13,-9,2,19,-7.19999981,3.79999995,3.4000001,-3.5999999,-1.10000002,4.80000019,-29,-4,-20,-5,2,-16,-15,0.69999999,-0.5,-0.2,2.9000001,-0.69999999,-2.20000005,129,38,49,42,50,24,55,2.20000005,-7.4000001,5.19999981,3.4000001,-8.39999962,5.0999999,112,13,49,50,43,10,59,-4.30000019,-4.19999981,8.39999962,2.5999999,-10.19999981,7.5999999,{69B5C42A-A7E9-43FA-A262-C15DE72B7BC1},
335,13135050608,13135,"Census Tract 506.08, Gwinnett County",17889,1282,ARC 10,21154.09960938,159.772995,21313.80078125,33.05329895,0.24964499,33.30279922,050608,Gwinnett,282,80,120,82,81,52,149,-0.5,-3.9000001,4.4000001,0,-5.30000019,5.30000019,-327,-134,-170,-23,-98,-112,-117,-3.4000001,1.70000005,1.70000005,-0.30000001,1.29999995,-1,135,24,29,82,47,34,54,-1.10000002,-4.4000001,5.5,0.69999999,-1.70000005,1,90,-30,-21,141,30,-26,86,-5,-6.5999999,11.60000038,0.30000001,-5.69999981,5.30000019,{68178571-B730-400A-978C-87C4D168996E},
336,13135050607,13135,"Census Tract 506.07, Gwinnett County",18016,1335,ARC 10,6884.35009766,22.82220078,6907.16992188,10.7567997,0.0356597,10.79249954,050607,Gwinnett,782,314,361,107,323,251,208,5.5,-5.9000001,0.40000001,2.5999999,-2.79999995,0.2,264,57,141,66,101,77,86,-1.20000005,-0.2,1.39999998,0.1,-0.80000001,0.69999999,453,148,154,151,173,133,147,0.40000001,-3.5,3.20000005,0.1,-1,0.89999998,1499,519,656,324,597,461,441,4.69999981,-9.60000038,4.9000001,2.79999995,-4.69999981,1.89999998,{0EC4A7BA-D1A4-4643-846C-31E909CED18D},
337,13135050542,13135,"Census Tract 505.42, Gwinnett County",5540,635,ARC 10,901.88299561,10.54349995,912.42700195,1.40919006,0.0164742,1.42567003,050542,Gwinnett,271,-360,281,350,-648,347,572,-6.4000001,1.79999995,4.5999999,-10.5,3.5999999,6.9000001,-1145,-673,-446,-26,-761,-104,-280,-5.5999999,3.5,2.0999999,-7.5999999,5.19999981,2.29999995,1785,272,900,613,667,183,935,-2,-2.4000001,4.4000001,4.0999999,-7.19999981,3.0999999,911,-761,735,937,-742,426,1227,-14,3,11.10000038,-14,1.60000002,12.30000019,{858B1885-12F9-4DD7-86CE-DAF85CAE12F5},
338,13135050536,13135,"Census Tract 505.36, Gwinnett County",5007,419,ARC 10,1880.68994141,13.07849979,1893.77001953,2.93858004,0.0204352,2.9590199,050536,Gwinnett,1218,-13,758,473,104,37,1077,-3.0999999,-0.80000001,3.9000001,-1.20000005,-6.80000019,8,-310,-291,-279,260,137,-407,-40,-2.70000005,-0.80000001,3.5999999,2.20000005,-3.0999999,0.89999998,353,72,-154,435,-326,-361,1040,0.2,-4.30000019,4.19999981,-4.4000001,-5.69999981,10.10000038,1261,-232,325,1168,-85,-731,2077,-5.69999981,-5.9000001,11.60000038,-3.4000001,-15.60000038,19,{80120540-FCCC-4DDA-887A-C1FDA70E1572},
339,13135050537,13135,"Census Tract 505.37, Gwinnett County",5083,464,ARC 10,878.51800537,1.88344002,880.40100098,1.37267995,0.00294288,1.37563002,050537,Gwinnett,-1620,-921,-887,188,-116,-1691,187,-10.10000038,2.9000001,7.19999981,1,-16.10000038,15.10000038,-628,-213,-395,-20,-122,-235,-271,-2.4000001,0.40000001,2,-1.5,1.39999998,0,-561,-115,-449,3,71,-710,78,-0.5,-2.5999999,3.0999999,4,-14.39999962,10.39999962,-2809,-1249,-1731,171,-167,-2636,-6,-13.10000038,0.69999999,12.39999962,3.5999999,-29.20000076,25.60000038,{42A46607-084B-4C91-9101-54BEB3F2057E},
340,13135050539,13135,"Census Tract 505.39, Gwinnett County",5515,422,ARC 10,576.88702393,0,576.88702393,0.90138602,0,0.90138602,050539,Gwinnett,111,26,58,27,48,39,24,-3.5,0.60000002,2.9000001,-1.10000002,-1.39999998,2.4000001,-202,-86,-88,-28,-108,-85,-9,-4.19999981,4.30000019,-0.1,-4.0999999,-1.29999995,5.4000001,164,76,50,38,101,61,2,5,-8.19999981,3.29999995,6.4000001,-0.60000002,-5.80000019,73,16,20,37,41,15,17,-2.70000005,-3.4000001,6.0999999,1.20000005,-3.20000005,2,{80E53A35-58DC-4655-AB87-428EC48073D5},
341,13135050544,13135,"Census Tract 505.44, Gwinnett County",12379,1187,ARC 10,2463.77001953,17.06559944,2480.83007813,3.84963989,0.026665,3.8763001,050544,Gwinnett,925,404,361,160,373,359,193,5,-7.5999999,2.5999999,-3.5999999,2.79999995,0.80000001,-102,-157,7,48,-100,-75,73,-5.19999981,2.5999999,2.70000005,-2.29999995,-1.70000005,4,841,239,400,202,286,358,197,-0.5,-1.70000005,2.20000005,-2.5999999,2.70000005,-0.1,1664,486,768,410,559,642,463,-0.80000001,-6.69999981,7.5,-8.5,3.70000005,4.80000019,{762AF6E8-7394-4BEC-A0EB-92CA62054A4A},
342,13135050535,13135,"Census Tract 505.35, Gwinnett County",7561,499,ARC 10,1600.82995605,9.6855402,1610.52001953,2.5013001,0.0151337,2.51643991,050535,Gwinnett,-442,-73,-384,15,-15,-288,-139,-0.1,-2.0999999,2.20000005,1.60000002,-6,4.4000001,-330,-90,-165,-75,-46,-66,-218,-1.29999995,2.29999995,-1,0.30000001,-0.5,0.2,-1013,-107,-861,-45,-134,-102,-777,2.20000005,-7.0999999,4.9000001,1.79999995,3,-4.80000019,-1785,-270,-1410,-105,-195,-456,-1134,0.80000001,-6.9000001,6.0999999,3.70000005,-3.5,-0.2,{AF92D3AB-1FFC-472C-85FB-AD8F72414427},
343,13135050532,13135,"Census Tract 505.32, Gwinnett County",7939,783,ARC 10,1420.20996094,10.25409985,1430.45996094,2.21907997,0.016022,2.23509002,050532,Gwinnett,84,34,27,23,11,49,24,8.69999981,-12.69999981,4.0999999,-0.89999998,1.20000005,-0.30000001,30,-7,26,11,25,-17,22,-4.30000019,2.5,1.79999995,6.69999981,-11,4.30000019,143,35,42,66,21,74,48,2.5999999,-11,8.39999962,-2.29999995,2.29999995,0,257,62,95,100,57,106,94,7,-21.20000076,14.19999981,3.5,-7.5,4,{7FFAA839-84E2-494C-878F-CA513FE09AB1},
344,13135050534,13135,"Census Tract 505.34, Gwinnett County",8522,650,ARC 10,1117.43994141,5.62633991,1123.06005859,1.74600005,0.00879116,1.75478005,050534,Gwinnett,270,17,158,95,88,47,135,-4.5,-1,5.4000001,-1.10000002,-5.5,6.5,-323,-79,-188,-56,-126,-168,-29,-1,1.29999995,-0.30000001,-1,-5.80000019,6.80000019,91,-15,35,71,-50,73,68,-3.5,-2.29999995,5.80000019,-8.5,4.69999981,3.79999995,38,-77,5,110,-88,-48,174,-9,-1.89999998,10.89999962,-10.5,-6.5999999,17.10000038,{E52F9B10-2961-4E33-BF91-22D8D801C5CE},
345,13135050723,13135,"Census Tract 507.23, Gwinnett County",7988,587,ARC 10,2285.14990234,36.80979919,2321.95996094,3.57054996,0.0575153,3.6280601,050723,Gwinnett,387,179,152,56,170,126,91,9.19999981,-9,-0.2,4.9000001,-3.0999999,-1.79999995,585,102,322,161,429,107,49,-5.4000001,0.69999999,4.69999981,13.80000019,-7.0999999,-6.69999981,-717,-240,-373,-104,-526,-151,-40,-5.80000019,1.60000002,4.19999981,-19.5,7.69999981,11.80000019,255,41,101,113,73,82,100,-2,-6.80000019,8.69999981,-0.80000001,-2.5,3.29999995,{C40AB254-806E-4FE3-8789-B377A5CD300C},
346,13135050435,13135,"Census Tract 504.35, Gwinnett County",3449,477,ARC 10,1032.83996582,18.20800018,1051.05004883,1.61380994,0.02845,1.64226997,050435,Gwinnett,-7,-39,-33,65,-19,-101,113,-1.89999998,-1.5,3.29999995,-0.80000001,-5,5.80000019,-340,-204,-93,-43,-264,-77,1,-7.0999999,6.19999981,0.89999998,-9,4,5,-236,-59,-189,12,-24,-212,0,-1,-2.9000001,3.9000001,2.5999999,-7.5,4.9000001,-583,-302,-315,34,-307,-390,114,-10,1.79999995,8.19999981,-7.19999981,-8.5,15.69999981,{E94E17B3-7695-4FD1-9CF9-52B4F5DAA5C5},
347,13135050531,13135,"Census Tract 505.31, Gwinnett County",9053,1333,ARC 10,1834.60998535,8.68253994,1843.29003906,2.86658001,0.0135665,2.88014007,050531,Gwinnett,1,9,-11,3,1,-28,28,3.70000005,-4.9000001,1.20000005,0.30000001,-12.10000038,11.80000019,-64,-49,-15,0,-2,-33,-29,-15.89999962,11.10000038,4.80000019,6.5,-4.5999999,-1.79999995,45,4,18,23,11,7,27,-1.89999998,-5.0999999,7,-0.5,-3.9000001,4.5,-18,-36,-8,26,10,-54,26,-14.10000038,1.10000002,13,6.30000019,-20.70000076,14.39999962,{BF78F103-4E78-4B23-A314-69967442DF2C},
348,13135050533,13135,"Census Tract 505.33, Gwinnett County",8220,602,ARC 10,1595.95996094,23.11450005,1619.07995605,2.49369001,0.0361164,2.52980995,050533,Gwinnett,28,62,-57,23,25,-5,8,8.10000038,-10.80000019,2.70000005,2.29999995,-2.29999995,-0.1,197,-20,165,52,-19,98,118,-8,5.69999981,2.20000005,-9.19999981,2.79999995,6.5,-118,25,-133,-10,19,-41,-96,5.9000001,-7.4000001,1.5,5.9000001,0.80000001,-6.69999981,107,67,-25,65,25,52,30,6,-12.5,6.5,-1,1.29999995,-0.30000001,{65406197-5490-4DD8-AE65-0AF20D5D3903},
349,13135050436,13135,"Census Tract 504.36, Gwinnett County",7520,833,ARC 10,1373.14001465,9.5988102,1382.73999023,2.14552999,0.0149981,2.16053009,050436,Gwinnett,260,96,76,88,110,83,67,0.60000002,-3.20000005,2.5999999,0.40000001,-1.10000002,0.69999999,-235,-175,-57,-3,-213,-69,47,-4.9000001,3.5,1.39999998,-6,1.29999995,4.69999981,567,271,108,188,274,251,42,4.5,-8.39999962,4,3.29999995,0.60000002,-3.9000001,592,192,127,273,171,265,156,0.1,-8.19999981,8.10000038,-2.29999995,0.80000001,1.5,{A433273C-50C6-4140-A5BD-C3B66FFD5F58},
350,13135050433,13135,"Census Tract 504.33, Gwinnett County",2453,278,ARC 10,308.6960144,1.67265999,310.36898804,0.48233801,0.00261353,0.484952,050433,Gwinnett,31,10,11,10,12,9,10,3.70000005,-14.10000038,10.39999962,4.69999981,-0.89999998,-3.79999995,-54,-14,-32,-8,-10,-14,-30,-0.1,1.29999995,-1.20000005,21,8.10000038,-29.10000038,55,17,19,19,33,6,16,3.29999995,-17.10000038,13.80000019,5.4000001,-17.79999924,12.39999962,32,13,-2,21,35,1,-4,6.80000019,-29.89999962,23,31.10000038,-10.60000038,-20.5,{E0FE60DF-869D-496A-96AA-744E0B261CB6},
351,13135050432,13135,"Census Tract 504.32, Gwinnett County",6166,482,ARC 10,1416.90002441,5.74619007,1422.65002441,2.2139101,0.00897842,2.2228899,050432,Gwinnett,18,22,-14,10,63,9,-54,4.4000001,-6.4000001,2,14.89999962,0.5,-15.39999962,-167,-76,-72,-19,-104,-59,-4,-8.5,5.4000001,3.0999999,-6.30000019,3.0999999,3.20000005,252,82,120,50,117,86,49,3.29999995,-4.19999981,0.89999998,-0.89999998,-4.5,5.4000001,103,28,34,41,76,36,-9,-0.69999999,-5.19999981,6,7.69999981,-0.80000001,-6.80000019,{03D40B3C-0D7E-4504-9CAA-31ECF2B9C8E4},
352,13135050434,13135,"Census Tract 504.34, Gwinnett County",8175,1051,ARC 10,572.16900635,8.44655991,580.61499023,0.894014,0.0131977,0.90721101,050434,Gwinnett,115,42,53,20,26,72,17,0.40000001,-1.39999998,1,-3.29999995,4,-0.80000001,-182,-72,-86,-24,-94,-44,-44,-1.70000005,2.0999999,-0.40000001,-3.9000001,5.69999981,-1.79999995,175,58,69,48,86,37,52,0.1,-3.9000001,3.9000001,3.20000005,-6.30000019,3.0999999,108,28,36,44,18,65,25,-1.20000005,-3.20000005,4.5,-4,3.5,0.5,{672BFE55-BB86-4C35-9FE8-408CCAA48E16},
353,13135050321,13135,"Census Tract 503.21, Gwinnett County",4712,279,ARC 10,1271.83996582,24.05270004,1295.89001465,1.98724997,0.0375823,2.0248301,050321,Gwinnett,1356,344,826,186,142,393,821,3.70000005,-4.4000001,0.69999999,-2,-0.60000002,2.70000005,-1362,-288,-949,-125,-132,-410,-820,0.1,-3.70000005,3.5,2.79999995,-0.40000001,-2.4000001,-309,-55,-228,-26,-70,-72,-167,1,-3.0999999,2.0999999,-1.89999998,1.60000002,0.30000001,-315,1,-351,35,-60,-89,-166,4.80000019,-11.10000038,6.30000019,-1.20000005,0.60000002,0.60000002,{DE2CA5D4-7037-4D40-97DA-066B05770CEE},
354,13217100903,13217,"Census Tract 1009.03, Newton County",6563,595,ARC 20,4253.25976563,14.65159988,4267.91015625,6.64572001,0.0228931,6.6686101,100903,Newton,43,-45,46,42,-4,-85,132,-7.4000001,2.70000005,4.69999981,-2.20000005,-13.19999981,15.39999962,-108,-43,-64,-1,-33,-81,6,-2.29999995,0.2,2.0999999,-0.2,-6.30000019,6.5,67,56,-10,21,100,-10,-23,5.4000001,-6.69999981,1.29999995,10.60000038,-3.79999995,-6.80000019,2,-32,-28,62,63,-176,115,-4.30000019,-3.79999995,8.19999981,8.19999981,-23.29999924,15.10000038,{CC1876BA-E133-4815-A904-B21D59CE4571},
355,13217100902,13217,"Census Tract 1009.02, Newton County",5797,526,ARC 20,3172.56005859,16.23040009,3188.79003906,4.95712996,0.02536,4.98248005,100902,Newton,62,29,33,0,24,30,8,2.5999999,1.10000002,-3.70000005,-2.4000001,2.20000005,0.2,296,14,215,67,49,89,158,-23.39999962,13.5,9.89999962,-16.70000076,-8.89999962,25.60000038,81,30,32,19,24,22,35,2.70000005,-3.70000005,1,0.5,-1.20000005,0.69999999,439,73,280,86,97,141,201,-18.10000038,10.89999962,7.19999981,-18.70000076,-7.9000001,26.60000038,{4C51339A-D765-4979-B971-93FFB03A2324},
356,13217100901,13217,"Census Tract 1009.01, Newton County",10297,730,ARC 20,15595.09960938,125.97200012,15721.09960938,24.36730003,0.196831,24.56419945,100901,Newton,121,108,7,6,123,0,-2,21.70000076,-20.20000076,-1.5,24.70000076,-16.60000038,-8.10000038,62,-45,76,31,-50,37,75,-19.10000038,12.5,6.5999999,-21.5,4.69999981,16.79999924,-55,-69,3,11,-53,-13,11,-15,9.60000038,5.5,-9.60000038,1.70000005,7.9000001,128,-6,86,48,20,24,84,-12.39999962,1.89999998,10.5,-6.4000001,-10.19999981,16.70000076,{4F549CFF-94AA-4C4C-8754-3C5ED0B22765},
357,13217100201,13217,"Census Tract 1002.01, Newton County",6311,528,ARC 20,33739.19921875,774.62402344,34513.80078125,52.71749878,1.21035004,53.92779922,100201,Newton,105,21,34,50,21,58,26,-1.20000005,-4.5,5.69999981,-1.70000005,-0.5,2.20000005,-86,-95,5,4,-52,-100,66,-12,9.10000038,3,-4.5,-8.39999962,12.89999962,145,74,35,36,27,73,45,7.0999999,-8.19999981,1.10000002,-1.20000005,0.1,1.10000002,164,0,74,90,-4,31,137,-6.19999981,-3.5999999,9.80000019,-7.4000001,-8.80000019,16.10000038,{68496271-689A-4477-A0B9-F142F6A0EC82},
358,13217100501,13217,"Census Tract 1005.01, Newton County",15301,1184,ARC 20,4679.89013672,48.20629883,4728.08984375,7.31232977,0.0753223,7.38764,100501,Newton,127,86,48,-7,-71,64,134,7.30000019,-3.20000005,-4.0999999,-18.5,1.89999998,16.5,230,53,133,44,61,120,49,-2.79999995,1.29999995,1.5,-0.60000002,2.5999999,-2.0999999,-46,-58,-17,29,24,-61,-9,-4.9000001,0.89999998,4,4.0999999,-4.5999999,0.40000001,311,81,164,66,14,123,174,-0.30000001,-1.10000002,1.39999998,-14.89999962,0,14.89999962,{74EEC10A-B1EA-4AD2-9B27-FF6B51266ED8},
359,13217100800,13217,"Census Tract 1008, Newton County",9851,913,ARC 20,31131.69921875,1289.60998535,32421.30078125,48.6432991,2.01501989,50.65829849,100800,Newton,82,10,69,3,14,27,41,-7.0999999,10.89999962,-3.70000005,-12.30000019,-2.4000001,14.69999981,388,72,223,93,111,135,142,-4.69999981,-3.20000005,7.9000001,-7.80000019,-1.79999995,9.60000038,8,14,-5,-1,-15,11,12,1.89999998,-1.5,-0.40000001,-2.79999995,1.29999995,1.5,478,96,287,95,110,173,195,-9.89999962,6.0999999,3.79999995,-22.89999962,-2.9000001,25.89999962,{568B3594-0BBD-4FBC-AA74-B53A92C80B22},
360,13217100202,13217,"Census Tract 1002.02, Newton County",5277,361,ARC 20,24451.80078125,568.16998291,25020,38.20589828,0.887766,39.09379959,100202,Newton,-55,-22,-23,-10,-43,-53,41,-1.10000002,1.29999995,-0.30000001,-5.9000001,-5.30000019,11.19999981,-202,-66,-96,-40,-30,-93,-79,-2.20000005,5.30000019,-3.0999999,4.80000019,-0.30000001,-4.4000001,233,8,177,48,-16,-23,272,-11.10000038,7.4000001,3.70000005,-15.19999981,-25.39999962,40.59999847,-24,-80,58,-2,-89,-169,234,-14.39999962,14,0.40000001,-16.29999924,-31,47.40000153,{470AE99E-AAE8-49F0-BF4F-4C13B3FCA748},
361,13217100700,13217,"Census Tract 1007, Newton County",6345,755,ARC 20,3785.45996094,7.78010988,3793.23999023,5.91478014,0.0121564,5.92693996,100700,Newton,119,55,30,34,9,79,31,5,-7.0999999,2,-5.30000019,3.9000001,1.39999998,-308,-93,-160,-55,-54,-185,-69,-4,1,3.0999999,11.89999962,-9.80000019,-2,717,83,484,150,136,288,293,-7.9000001,9.89999962,-2,-15.19999981,-0.89999998,16.10000038,528,45,354,129,91,182,255,-6.9000001,3.79999995,3.0999999,-8.60000038,-6.9000001,15.5,{D4927AF4-A82F-473C-8B00-04E36303B0E3},
362,13217100600,13217,"Census Tract 1006, Newton County",5900,638,ARC 20,7192.47998047,154.32699585,7346.81005859,11.23820019,0.241136,11.47939968,100600,Newton,228,35,137,56,41,120,67,-2.29999995,0.60000002,1.60000002,-11.19999981,6.9000001,4.30000019,191,4,156,31,-15,75,131,-4.0999999,5.5,-1.39999998,-10.69999981,-0.60000002,11.30000019,-19,17,-37,1,-31,16,-4,2.5999999,-3.29999995,0.60000002,-3.5,3.0999999,0.30000001,400,56,256,88,-5,211,194,-3.79999995,2.9000001,0.89999998,-25.29999924,9.39999962,15.89999962,{F200B727-33A0-49C6-996F-07B4DADC05F8},
