OBJECTID,GEOID10,NAME10,PLNG_REGION,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,Urban,Rural,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,HUNVFlag,GroupQuartersFlag,OHU2010,NUMGQTRS,PCTGQTRS,LowIncomeTracts,POP2010,UATYP10,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lahunvhalf,lahunvhalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lahunv1,lahunv1share,GlobalID
224,13063040609,406.09,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2438,21,0.003342,0,6283,U,6141.514398,0.977481,1709.823499,0.272135,1475.921713,0.974206,689.629363,0.986594,76.535072,0.031393,4621.630702,0.735577,1265.212829,0.201371,1147.879317,0.757676,439.141429,0.628242,52.916151,0.021705,{18F934A5-EC90-4A4D-B4ED-25A7F195ACAA}
225,13063040412,404.12,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2829,15,0.002076,1,7227,U,6168.362241,0.853516,2237.339898,0.309581,1660.487054,0.864387,496.04324,0.888966,137.552057,0.048622,2698.402902,0.373378,1085.450488,0.150194,779.179717,0.405612,190.783476,0.341906,36.087403,0.012756,{4BC4A8D2-0735-4381-A0AB-C88A1C1D0396}
226,13063040413,404.13,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,2334,4,0.000595,1,6718,U,5565.077136,0.828383,2470.106642,0.367685,1636.591441,0.821995,311.411564,0.869865,17.080254,0.007318,1421.190479,0.21155,723.198748,0.107651,423.931674,0.212924,97.637663,0.272731,5.52984,0.002369,{F2E5CB8D-61AE-4D92-9535-654369C98B32}
227,13063040613,406.13,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2827,5,0.000625,0,7996,U,7908.927182,0.98911,2103.1553,0.263026,2104.725383,0.98214,788.436761,0.990498,73.869018,0.02613,6729.98291,0.841669,1670.713475,0.208944,1684.712439,0.786147,700.561946,0.880103,56.800084,0.020092,{0E374A16-1992-4DDF-AA66-588566F4A4A6}
228,13063040408,404.08,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,2581,707,0.095244,1,7423,U,4592.450294,0.618678,2173.457241,0.2928,1285.929435,0.737768,557.621471,0.714899,114.517482,0.044369,398.771488,0.053721,180.142561,0.024268,118.177695,0.067801,44.329445,0.056833,8.940881,0.003464,{179EC4DD-5187-4B02-872D-7ED886A54507}
229,13063040409,404.09,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1918,4,0.0007,0,5716,U,5715.999999,1,1936.772095,0.338833,1610.999991,1,427.000001,1,88.033582,0.045899,5433.437436,0.950566,1860.1827,0.325434,1538.580571,0.955047,408.232057,0.956047,85.465272,0.04456,{44891E74-88F9-46D3-8EFD-A085A4025D37}
230,13063040410,404.10,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,2283,0,0,1,7058,U,6092.853829,0.863255,3329.325924,0.47171,1853.922292,0.853163,382.902239,0.870232,27.892205,0.012217,1864.139308,0.264117,937.115276,0.132773,583.481713,0.268514,108.009567,0.245476,10.671967,0.004675,{678016C1-9D3A-4780-ABDF-878552CDD5A7}
231,13063040303,403.03,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2224,69,0.009924,1,6953,U,2782.668183,0.400211,1149.270637,0.165291,891.318233,0.411885,181.990856,0.363255,111.084305,0.049948,1067.216258,0.15349,182.98383,0.026317,362.849462,0.167675,66.551084,0.132836,11.708244,0.005265,{6E9A9C2A-E3F2-440F-90E7-5D86DF8786CD}
232,13063040302,403.02,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1608,0,0,1,4829,U,3103.526388,0.642685,2019.148077,0.41813,928.03681,0.658182,209.42619,0.671238,166.185788,0.103349,24.74823,0.005125,18.651957,0.003862,7.127863,0.005055,0.875321,0.002806,1.891022,0.001176,{4B0CBC71-B512-4C06-8809-986D67C131AD}
233,13063040611,406.11,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2491,2,0.0003,1,6671,U,5950.178812,0.891947,3454.237293,0.517799,1818.299834,0.89704,356.856333,0.964477,269.014025,0.107994,3219.434867,0.482602,1916.82068,0.287336,913.101197,0.450469,226.616575,0.612477,155.462584,0.06241,{C6A2672E-9460-4F1B-9EC2-7F4B99CB7BDC}
234,13063040407,404.07,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1271,0,0,1,3622,U,2990.355297,0.825609,1204.298454,0.332495,798.726573,0.85243,320.800136,0.761996,56.844938,0.044725,1370.424069,0.378361,491.229471,0.135624,380.181552,0.405743,93.178028,0.221325,25.75783,0.020266,{C3B4C75E-48D7-4AFA-BE7F-CC5DA889EA19}
235,13063040510,405.10,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1180,11,0.003233,1,3402,U,1586.488524,0.46634,655.217008,0.192598,422.884779,0.435067,107.001687,0.535008,37.721287,0.031967,6.828167,0.002007,3.4019,0.001,0.052106,5.4e-05,1.486974,0.007435,0.268363,0.000227,{0F0594EF-B273-4970-8687-BF81E3000285}
236,13063040514,405.14,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2609,3,0.000416,1,7208,U,6727.546001,0.933344,3076.518695,0.42682,2112.455766,0.929369,247.222585,0.929408,250.838022,0.096143,4006.977243,0.555907,1740.561976,0.241476,1197.630032,0.526894,169.116894,0.635778,185.544406,0.071117,{DFDA2A45-DCA5-407F-B39D-E281F4D2B282}
237,13063040307,403.07,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1324,0,0,1,4428,U,2764.813684,0.624393,1311.050473,0.296082,836.146814,0.633445,268.40876,0.612805,34.067231,0.025731,123.561928,0.027905,84.547379,0.019094,41.47533,0.031421,6.912555,0.015782,2.439725,0.001843,{3DB27466-38E9-4EA6-B40B-C038FD8D9076}
238,13063980000,9800,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{D6EA067C-4C24-47EB-9F38-C11BD1860C40}
239,13063040622,406.22,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2357,0,0,1,7446,U,7318.328859,0.982854,2646.439266,0.355418,2395.418384,0.983341,367.729683,0.98587,108.868341,0.046189,5617.688005,0.754457,2135.460119,0.286793,1898.160926,0.779212,286.769891,0.76882,108.868341,0.046189,{783228D8-A9BE-47EC-9A28-5AA242EB5C1C}
240,13063040621,406.21,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3024,1,0.000109,0,9202,U,7175.395717,0.779765,2155.653289,0.234259,2337.554945,0.777113,337.218744,0.777002,27.681979,0.009154,3859.662638,0.419437,1076.324343,0.116966,1276.208797,0.424272,167.681849,0.386364,0.862686,0.000285,{BAE99038-7C06-4B08-8038-AC428F82E7E0}
241,13063040619,406.19,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,956,0,0,1,3001,U,2725.793458,0.908295,1225.767499,0.408453,870.704996,0.888474,118.051886,0.894332,186.518374,0.195103,1664.443196,0.55463,748.48678,0.249412,494.268825,0.504356,66.196221,0.501487,112.083145,0.117242,{F55C0F78-6AC0-41B7-AD0E-7A8E9C65E5C1}
242,13063040523,405.23,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1024,0,0,1,2802,U,405.675793,0.144781,197.219937,0.070385,118.585695,0.14236,46.615051,0.191045,25.671669,0.02507,0,0,0,0,0,0,0,0,0,0,{F71E8772-A0D8-44B6-B2DF-FB3DEC759DD4}
243,13063040522,405.22,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1713,146,0.029639,1,4926,U,3124.794099,0.634347,1379.251008,0.279994,871.198978,0.635912,206.28377,0.509343,108.925959,0.063588,401.914803,0.08159,148.971083,0.030242,100.849397,0.073613,10.192694,0.025167,11.542654,0.006738,{0BE7D9A7-E32B-49FA-982A-C5F192CB35A6}
244,13063040520,405.20,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1645,0,0,1,3792,U,2512.549949,0.662592,748.883498,0.19749,670.407717,0.602343,60.839699,0.770123,169.203132,0.102859,252.684753,0.066636,94.948212,0.025039,49.224304,0.044227,5.833992,0.073848,28.515093,0.017334,{4A49EB8C-C735-4303-B31F-1CAD90FB20BA}
245,13063040519,405.19,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1990,0,0,1,4147,U,2697.893511,0.650565,1328.423831,0.320334,684.843875,0.649141,48.302385,0.652735,175.475535,0.088179,0,0,0,0,0,0,0,0,0,0,{32F5E340-0185-4473-97F1-448629405E39}
246,13063040417,404.17,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1848,0,0,1,5132,U,5132.000053,1,2229.700372,0.43447,1674.000036,1,255.000004,1,187.592754,0.101511,4911.411245,0.957017,2133.450528,0.415715,1599.856458,0.955709,245.824986,0.96402,175.632991,0.095039,{BA0A3B75-5A9D-4259-9FC1-3FB877F9646E}
247,13063040203,402.03,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1400,0,0,1,3633,U,2840.986997,0.781995,1463.034838,0.402707,909.478039,0.789477,86.079531,0.782541,135.719107,0.096942,155.122647,0.042698,72.22436,0.01988,51.56679,0.044763,1.720113,0.015637,6.485743,0.004633,{EC90E029-E9E9-4B2D-968F-E807DC19B3CC}
248,13063040617,406.17,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,458,0,0,1,1557,U,1360.590828,0.873854,1094.083352,0.702687,505.528661,0.871601,63.431852,0.893406,75.313925,0.164441,111.32052,0.071497,89.515469,0.057492,41.614508,0.071749,4.919522,0.069289,5.933359,0.012955,{0DF913CD-FBCE-47B3-99D4-68EA852BE8DB}
249,13063040615,406.15,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,636,4,0.002047,0,1954,U,1954.00004,1,587.431156,0.30063,567.000015,1,134.000001,1,0,0,1943.799052,0.994779,584.364432,0.299061,564.045172,0.994789,133.47818,0.996106,0,0,{26B51882-F6D2-47A3-BD4B-BA7BE2474108}
250,13063040521,405.21,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,998,0,0,1,3054,U,2870.387536,0.939878,1341.885465,0.439386,886.430872,0.941009,200.66998,0.955571,51.114403,0.051217,1081.925276,0.354265,462.937284,0.151584,343.96305,0.365141,81.46932,0.387949,25.448941,0.0255,{115392F7-40EA-4927-9C04-3605991D35C1}
251,13063040415,404.15,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2154,11,0.001882,1,5844,U,4144.560185,0.709199,1959.525069,0.335305,1225.420842,0.675163,217.022431,0.851068,151.170541,0.070181,2087.352219,0.357179,893.277944,0.152854,582.030663,0.320678,122.374818,0.479901,70.835714,0.032886,{DAEA289A-6A6C-47B1-9F21-769CEC76052C}
252,13063040414,404.14,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,601,0,0,1,1863,U,351.366466,0.188603,88.910795,0.047725,94.015965,0.17639,37.741216,0.258501,7.9565,0.013239,1.837642,0.000986,0.465002,0.00025,0.486792,0.000913,0.219057,0.0015,0.042307,7e-05,{C3FB2D02-8BA5-49AE-820F-C8C03A28CFC4}
253,13063040204,402.04,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1556,0,0,1,3745,U,879.375763,0.234813,315.821168,0.084331,242.098713,0.223338,31.499405,0.281245,41.061367,0.026389,20.607334,0.005503,8.686128,0.002319,5.562338,0.005131,0.800484,0.007147,1.305836,0.000839,{34CA7E75-9D0D-4693-97C6-673182FAFBEF}
254,13063040308,403.08,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1536,339,0.075,1,4520,U,2786.059031,0.616385,1661.004492,0.367479,634.492345,0.625732,430.237668,0.750851,123.733532,0.080556,432.584913,0.095705,235.031268,0.051998,109.666225,0.108152,57.165777,0.099766,7.409087,0.004824,{797ADD66-B66B-45C9-9712-7F50EE63606C}
255,13063040620,406.20,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1140,12,0.003498,0,3430,U,3430.000007,1,1433.965755,0.418066,991.000004,1,278.000002,1,20.24299,0.017757,3079.379013,0.897778,1287.3831,0.37533,892.629859,0.900736,254.004541,0.913685,18.125835,0.0159,{D69AE5E4-DFEF-4CC0-A1E2-CE7B9BD032C1}
256,13063040616,406.16,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,3261,4,0.000475,1,8429,U,6701.540138,0.795058,2219.572302,0.263326,1978.759329,0.796281,302.965157,0.909805,140.144572,0.042976,3196.356122,0.379209,846.848498,0.100468,951.634865,0.382952,193.982997,0.582532,32.519726,0.009972,{2D9C03EC-F77F-4B1B-9BEE-026250A7FED4}
257,13063040526,405.26,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,2066,1,0.000176,1,5671,U,5671.000043,1,2131.922571,0.375934,1694.000007,1,318.000001,1,27.950226,0.013529,5671.000043,1,2131.922571,0.375934,1694.000007,1,318.000001,1,27.950226,0.013529,{DE976117-2EEC-4EA8-A36D-0BE9E7EAD993}
258,13063040525,405.25,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,941,4,0.001478,1,2707,U,2707.000077,1,1203.523866,0.444597,791.000019,1,154.000004,1,26.593479,0.028261,2707.000077,1,1203.523866,0.444597,791.000019,1,154.000004,1,26.593479,0.028261,{3C5D1C15-8486-4CEA-8E7E-DB5CBFC6ED07}
259,13063040524,405.24,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,2389,3,0.000471,0,6366,U,6230.724891,0.97875,2606.388346,0.409423,1763.698645,0.97766,445.718511,0.981759,186.466657,0.078052,1991.302123,0.312803,880.470081,0.138308,558.568095,0.309628,164.717647,0.362814,36.444522,0.015255,{73F775A1-0E3E-4C31-9A3D-5EE4E290D175}
260,13063040416,404.16,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1032,1,0.000295,1,3390,U,2708.473542,0.79896,1419.264506,0.418662,788.423407,0.798808,254.162415,0.76325,137.798523,0.133526,538.215389,0.158766,290.814427,0.085786,165.213561,0.16739,41.288432,0.123989,35.687038,0.03458,{36A75E82-B8DB-4A87-AFC0-8C8DDE89CBAB}
261,13063040306,403.06,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1370,0,0,1,4372,U,4134.668245,0.945716,2833.017704,0.647991,1410.5076,0.948559,86.511624,0.80852,81.223293,0.059287,747.581931,0.170993,512.239411,0.117164,251.197546,0.168929,14.632364,0.136751,13.298267,0.009707,{1A83A0E9-0C07-4604-97D0-B0ECD52EFEDB}
262,13063040516,405.16,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2069,0,0,1,6090,U,6070.211993,0.996751,1948.966975,0.320027,1894.947715,0.996816,290.071947,0.996811,113.398271,0.054808,3204.709846,0.526225,1102.150039,0.180977,1008.953921,0.530749,137.971216,0.474128,75.233657,0.036362,{0B0EFD43-B770-43E9-A1AA-CACC7B1E63DB}
263,13063040509,405.09,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1602,0,0,0,4263,U,4263.000013,1,982.386185,0.230445,1108.000006,1,330.000003,1,11.067793,0.006909,2565.150254,0.601724,583.28295,0.136825,655.220027,0.591354,221.832169,0.672219,6.194206,0.003867,{5F51B5D3-0C4F-4161-96EF-FA9DEEFF2D6B}
264,13063040202,402.02,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,818,2,0.0008,1,2501,U,1671.276933,0.668243,972.643353,0.388902,540.272396,0.664542,63.67582,0.684686,101.651618,0.124268,7.688066,0.003074,5.258328,0.002102,3.080902,0.00379,0,0,0.709363,0.000867,{E3A6EE9C-B5BA-46D9-A730-B607F8741823}
265,13063040518,405.18,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1556,5,0.000989,1,5057,U,5057.000017,1,2872.351249,0.567995,1817.999999,1,222,1,112.107394,0.072048,5054.875133,0.99958,2871.220656,0.567772,1816.937557,0.999416,222,1,112.045704,0.072009,{6B999A56-B312-443D-B1B2-C30382F797B4}
266,13063040515,405.15,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2300,6,0.000939,1,6389,U,5917.015242,0.926125,2775.772798,0.434461,1723.077139,0.932401,314.636014,0.944853,143.882461,0.062558,4298.4958,0.672796,2016.442337,0.315612,1276.444558,0.690717,233.550504,0.701353,85.923838,0.037358,{EA23F86A-097E-4A8D-9251-7D7556AC4A2A}
267,13063040513,405.13,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1617,1,0.000208,0,4809,U,3961.634802,0.823796,1061.742061,0.220782,1008.876851,0.788185,427.781,0.880208,0,0,2516.102696,0.523207,756.919768,0.157396,580.194145,0.453277,318.263186,0.654863,0,0,{C41BF280-44F0-468E-BED1-070E4EF4E90C}
268,13151070403,704.03,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3323,0,0,0,10136,U,10015.11727,0.988074,2332.922015,0.230162,3035.074704,0.988302,814.718394,0.988736,73.432816,0.022098,9288.170126,0.916355,2195.319275,0.216586,2777.405001,0.904398,758.205662,0.920153,69.938026,0.021047,{1B393546-A311-4807-BF73-29DFD965388F}
269,13151070307,703.07,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1611,0,0,0,4367,U,4367.000034,1,845.725482,0.193663,1223.000007,1,729.000007,1,33.893491,0.021039,4130.141497,0.945762,799.854794,0.183159,1172.355154,0.95859,658.059095,0.902687,31.609933,0.019621,{09CEB667-7B02-4644-8BF2-D72BDA0011B1}
270,13151070113,701.13,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1446,0,0,1,4025,U,2351.056923,0.584114,1089.781006,0.270753,662.107816,0.591696,198.853493,0.503427,9.523767,0.006586,1138.390492,0.28283,533.698385,0.132596,335.966552,0.300238,97.807609,0.247614,0,0,{C095CFA0-5358-4363-954D-DB0A71883032}
271,13151070501,705.01,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,2315,20,0.002835,1,7056,U,7055.981777,0.999997,2628.090266,0.372462,2314.997508,0.999999,520.991414,0.999984,63.922615,0.027612,7045.545779,0.998518,2624.491497,0.371952,2313.353773,0.999289,516.530848,0.991422,63.824407,0.02757,{7A7EE3E5-D5D7-47A0-BB54-C06D8D078867}
272,13151070502,705.02,ARC 10,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4831,18,0.001228,0,14656,R,14378.483107,0.981065,2304.579362,0.157245,4349.611794,0.980968,1180.324727,0.983604,83.567142,0.017298,13490.912042,0.920504,2190.10205,0.149434,4086.351794,0.921595,1121.71845,0.934765,77.531203,0.016049,{951124FC-A22C-461E-9EEB-2893DE373E5A}
273,13151070311,703.11,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,3977,0,0,0,10718,U,7475.868121,0.697506,2555.64168,0.238444,2413.652297,0.700625,354.149463,0.731714,227.42525,0.057185,168.563732,0.015727,49.959853,0.004661,45.88008,0.013318,28.735733,0.059371,5.867217,0.001475,{EB180226-C25C-42ED-A9DC-93EFF7739636}
274,13151070404,704.04,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2308,0,0,0,6898,U,6457.541347,0.936147,1466.380413,0.212581,2050.285756,0.931525,416.398716,0.939952,41.163592,0.017835,5459.093201,0.791402,1202.844302,0.174376,1753.113024,0.796508,354.429562,0.800067,35.122478,0.015218,{B77993EF-6DC8-4257-AF01-BACB35A097CF}
275,13151070204,702.04,ARC 10,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1476,0,0,0,4355,R,4066.474417,0.933748,626.440087,0.143844,1018.945866,0.919626,458.815774,0.955866,25.070875,0.016986,3391.22954,0.778698,522.375969,0.119949,806.902864,0.728252,418.140028,0.871125,23.657866,0.016028,{53117F68-4BEC-49DE-9224-F9C3B82C5D4C}
276,13151070310,703.10,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1486,3,0.000685,0,4382,U,4123.559411,0.941022,1011.60759,0.230855,1107.83855,0.936465,385.469616,0.9565,19.289162,0.012981,2723.852757,0.6216,730.701285,0.166751,741.571112,0.626856,252.586836,0.626766,15.578015,0.010483,{5F8596F3-64DB-40B0-AF97-C812D277FF41}
277,13151070205,702.05,ARC 10,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3422,15,0.001553,0,9660,R,9557.514487,0.989391,2104.726969,0.217881,2754.356471,0.991132,889.473566,0.985021,13.213299,0.003861,9111.193832,0.943188,2058.100468,0.213054,2651.914392,0.954269,819.785797,0.907847,13.211226,0.003861,{939312AA-E894-418A-8FB6-241B68967EE5}
278,13151070309,703.09,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2417,0,0,0,7318,U,7315.894731,0.999712,1105.661412,0.151088,2262.438599,0.999752,460.766081,0.999493,10.710448,0.004431,6505.709104,0.889001,1005.665277,0.137424,2043.154026,0.902852,383.903771,0.832763,10.702622,0.004428,{CE7B8593-07F4-4290-928D-2C9B02C62054}
279,13151070114,701.14,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2153,14,0.002776,0,5043,U,3223.372526,0.639178,903.898151,0.179238,946.17684,0.687629,224.500788,0.497784,94.233295,0.043768,934.968935,0.185399,340.910843,0.067601,307.325755,0.223347,29.952303,0.066413,29.66383,0.013778,{4B343D35-02D9-43A0-A00F-BE561F69720F}
280,13151070111,701.11,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3130,13,0.001608,0,8083,U,5661.185045,0.700382,1672.231869,0.206883,1667.551366,0.695393,368.333753,0.745615,54.752692,0.017493,2480.397006,0.306866,710.730521,0.087929,726.606711,0.303005,163.892127,0.331765,16.055136,0.005129,{CFD41FA4-CB8F-4E4E-82DB-C3FEC4BD004A}
281,13151070107,701.07,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2398,0,0,0,7009,U,6796.296786,0.969653,1725.358893,0.246163,1762.878186,0.968082,577.274285,0.971842,24.804088,0.010344,5539.799313,0.790384,1449.856373,0.206856,1438.841516,0.790138,481.391284,0.810423,24.804088,0.010344,{7BC6D881-01D7-44CB-9B6E-7CE989F0FD38}
282,13151070109,701.09,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1213,0,0,0,3416,U,3416.000004,1,433.481805,0.126897,794.999998,1,386,1,5.464109,0.004505,3081.051018,0.901947,399.610988,0.116982,723.680535,0.91029,342.313726,0.886823,4.797881,0.003955,{EC35EB8A-27CB-4A27-A4F5-BB7D0BE4BAAF}
283,13151070110,701.10,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2505,0,0,0,7109,U,6952.65915,0.978008,1235.837588,0.173841,1750.839021,0.981962,774.409212,0.977789,77.853186,0.031079,6504.891532,0.915022,1145.132483,0.161082,1644.371853,0.92225,716.073534,0.904133,73.144631,0.029199,{1E2411EA-9BFC-44C3-BF58-40FA589B26FB}
284,13151070108,701.08,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1815,0,0,0,5393,U,4329.14776,0.802735,385.09295,0.071406,1306.036431,0.809694,244.552958,0.791434,26.118227,0.01439,2992.338702,0.554856,207.64487,0.038503,939.018503,0.582157,133.952553,0.433503,1.671914,0.000921,{7C34F8E2-59C1-4406-B627-C278E0DE1F56}
285,13151070306,703.06,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3114,0,0,0,9124,U,8109.755002,0.888838,2130.620679,0.233518,2461.492261,0.887024,550.537513,0.844383,9.196773,0.002953,5001.166086,0.548133,1313.922304,0.144007,1529.336155,0.551112,377.123042,0.57841,5.437789,0.001746,{2FBD0A3F-ACEA-46E4-AD70-3503E30A40FB}
286,13151070104,701.04,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,4658,5,0.000383,0,13049,U,11153.754088,0.854759,2990.96239,0.22921,3229.613101,0.857344,873.970837,0.91324,97.681801,0.020971,8829.19858,0.676619,2375.228097,0.182024,2561.436898,0.679967,706.077244,0.737803,72.559908,0.015577,{30BF15C4-3DF6-4CE2-8476-9D1E4866DBA1}
287,13151070202,702.02,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3570,0,0,0,11032,U,10903.096702,0.988316,1083.741812,0.098236,3202.880798,0.988543,1030.413864,0.986986,0,0,10462.42862,0.948371,1060.002463,0.096084,3072.110234,0.948182,984.832128,0.943326,0,0,{C2292D0A-FF0E-4DC4-992B-77A7C6B84E3B}
288,13151070305,703.05,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2673,0,0,0,7928,U,7693.498665,0.970421,1360.818867,0.171647,2153.448827,0.966105,668.630044,0.980396,0,0,5861.857081,0.739387,1025.704298,0.129377,1578.032273,0.707955,537.97095,0.788814,0,0,{E87104E9-5DB8-4787-9544-BD478ABB0930}
289,13151070304,703.04,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,3853,845,0.076644,1,11025,U,9815.172044,0.890265,4055.10315,0.36781,2725.435204,0.888632,894.356188,0.851768,215.301734,0.055879,4084.42179,0.370469,1528.163619,0.138609,1060.437393,0.345757,232.482312,0.221412,67.612874,0.017548,{26407EE0-B011-4A08-BBE8-4300F1D8FE14}
290,13151070106,701.06,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1949,0,0,0,5669,U,4865.106964,0.858195,1275.358669,0.224971,1321.283266,0.859651,456.62934,0.85192,27.525077,0.014123,2876.002726,0.507321,756.747633,0.133489,793.285496,0.516126,265.484277,0.495306,15.129506,0.007763,{0FEC7F72-8273-404F-8293-C6B61F56FD42}
291,13151070203,702.03,ARC 10,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4912,0,0,0,15012,R,14876.063642,0.990945,2060.638811,0.137266,4436.90829,0.993264,1402.083149,0.989473,7.525484,0.001532,14321.713525,0.954018,1963.722687,0.13081,4274.626074,0.956934,1341.07884,0.946421,6.703567,0.001365,{26109B72-279C-42ED-9B93-7809AC6D8C5D}
292,13151070402,704.02,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3700,0,0,0,11459,U,11458.999935,1,2505.201632,0.218623,3647.999996,1,841,1,51.798638,0.014,11458.999935,1,2505.201632,0.218623,3647.999996,1,841,1,51.798638,0.014,{6424462B-E6CB-4E0B-AAFE-ED24B979C223}
293,13015960101,9601.01,ARC 20,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,631,0,0,0,1694,R,1693.999998,1,279.257808,0.164851,423.999999,1,257,1,0,0,1693.999998,1,279.257808,0.164851,423.999999,1,257,1,0,0,{FDF86458-5059-450F-8671-C9AA88770498}
294,13015960402,9604.02,ARC 20,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,3041,594,0.066547,1,8926,R,8787.201829,0.98445,2764.481469,0.309711,2165.685421,0.984402,786.87049,0.957263,221.836212,0.072948,7052.282311,0.790083,2166.066959,0.242669,1825.517851,0.829781,673.40449,0.819227,182.434137,0.059992,{7DC8EAC7-3C13-4F84-A2F6-40F5F9AA31D9}
