OBJECTID_1,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,AsianPacif,Black,Hispanic,Other_Race,AgeOvr65,Poverty,AsianCat,BlackCat,HispanCat,OthCat,RaceCat,AgeCat,PovCat,ETA,Population,GlobalID,last_edited_date
731,13,121,010204,13121010204,102.04,Census Tract 102.04,2.6,2.3,2.7,1,19.9,5.1,3,3,3,3,3,1,3,4,4761,{609B985D-4700-43F9-A2BD-D55996731204},
732,13,121,007100,13121007100,71,Census Tract 71,0,95.7,2.7,0.8,14.8,47.8,3,1,3,3,1,2,1,1,2145,{F313625C-1F25-4402-93A4-A8F85F1890CE},
733,13,121,006801,13121006801,68.01,Census Tract 68.01,0.5,44.3,23,0.4,0.8,0,3,3,3,3,3,3,3,4,2418,{CD88D8AC-C301-49BF-A7C6-17066DBB03AA},
734,13,121,006900,13121006900,69,Census Tract 69,1,44.9,18.7,2.2,4.8,26.2,3,3,3,3,3,3,2,3,3166,{6DE1EE61-4100-44E2-97BE-0D66E3BA459E},
735,13,121,008500,13121008500,85,Census Tract 85,0.1,95.2,1.4,1.2,13,41.4,3,1,3,3,1,2,1,1,3774,{879C3A08-7CD9-4B97-9447-280ECA63DFED},
736,13,121,008601,13121008601,86.01,Census Tract 86.01,0.1,96.9,1.2,0.9,12.1,44.2,3,1,3,3,1,2,1,1,4917,{E1B47705-15F6-46F1-947B-7C5B2C84B857},
737,13,121,005800,13121005800,58,Census Tract 58,6.2,80.3,3.3,1.9,8.1,49.2,3,2,3,3,2,3,1,2,1412,{868E31F7-A7E9-4DE4-9C88-5EA00677AC75},
738,13,121,007603,13121007603,76.03,Census Tract 76.03,0.4,88.2,1.7,1.9,14,47.7,3,1,3,3,1,2,1,1,4296,{67102F66-5F41-49AA-86FF-06E74DA4B6A9},
739,13,121,011427,13121011427,114.27,Census Tract 114.27,6.7,7,6.6,2.1,9.1,1.7,3,3,3,3,3,3,3,4,7679,{F8FD0245-11F1-49CB-8FC9-D4D5659D1D60},
740,13,121,005200,13121005200,52,Census Tract 52,2.3,28.4,4.5,2.4,3.6,20.6,3,3,3,3,3,3,3,4,4094,{AFC4E03E-E67F-4373-AD41-341F04D3E441},
741,13,121,005000,13121005000,50,Census Tract 50,1.9,23.9,6.5,3.1,9.2,22.4,3,3,3,3,3,3,2,3,1899,{C4DFAC5B-AC65-4AE7-9E25-E3430BE35CB8},
742,13,121,001500,13121001500,15,Census Tract 15,2.4,10.3,6.7,2.4,5.4,14,3,3,3,3,3,3,3,4,4326,{C17DA77E-195E-4A0C-90D3-EECFE0958060},
743,13,121,002600,13121002600,26,Census Tract 26,0.2,92.8,2.6,2.2,6.1,14.2,3,1,3,3,1,3,3,4,914,{CD63EBE0-2824-4135-A915-32652E3D0122},
744,13,121,001700,13121001700,17,Census Tract 17,1.4,63.7,6.8,3,5.5,37.7,3,2,3,3,2,3,1,2,2800,{B1EFE541-BEF7-4F7C-B976-08136E4E58D8},
745,13,121,007900,13121007900,79,Census Tract 79,0.2,96.2,1.2,1.4,26.9,7.2,3,1,3,3,1,1,3,4,4673,{F8DDC42E-9249-4B57-B9D9-92FC21046A0D},
746,13,121,010601,13121010601,106.01,Census Tract 106.01,1.2,61.2,5.5,2.2,9.5,39.6,3,2,3,3,2,3,1,2,2907,{539A2520-07EB-4D97-9921-97A0A3A09DFD},
747,13,121,011618,13121011618,116.18,Census Tract 116.18,17.6,9.4,7.3,2.8,3.6,2.2,1,3,3,3,1,3,3,4,4268,{2098E602-69BC-40D6-9661-8F17C3B96BF0},
748,13,121,011610,13121011610,116.10,Census Tract 116.10,7.3,8.2,7.3,2.6,7.4,6.1,3,3,3,3,3,3,3,4,5211,{FC225E13-6338-450E-985D-A948DC4AF230},
749,13,121,011616,13121011616,116.16,Census Tract 116.16,14.9,15.8,13.3,2.1,7.6,3.9,1,3,3,3,1,3,3,4,4577,{A81CC328-20CD-4A53-8586-85DA214FAF3A},
750,13,121,011617,13121011617,116.17,Census Tract 116.17,10.8,6.9,5.1,2.5,8.1,3.1,2,3,3,3,2,3,3,4,7467,{8AA26B14-1C0A-4F9A-8F60-F1439A7D75C3},
751,13,121,011611,13121011611,116.11,Census Tract 116.11,8.9,14,21.9,2.8,14.8,14.6,2,3,3,3,2,2,3,4,6414,{8A6769F7-5776-41D7-9659-D392FCE8F1C6},
752,13,121,001400,13121001400,14,Census Tract 14,3.9,6,3.8,3.1,2,4.8,3,3,3,3,3,3,3,4,2182,{D758E1AC-367B-4BD8-B873-FB2806F6B14A},
753,13,121,003000,13121003000,30,Census Tract 30,3,9.5,3.7,2.5,3.2,3.7,3,3,3,3,3,3,3,4,2870,{45AD898F-A540-4C36-9ACD-51159C05029F},
754,13,121,011000,13121011000,110,Census Tract 110,0.3,70.1,23.6,1.3,10.9,46.6,3,2,3,3,2,3,1,2,3066,{220F971A-9EF3-4A93-A22E-E6A67216FC2D},
755,13,121,007400,13121007400,74,Census Tract 74,1.3,77.5,13.9,1.2,13.4,39.4,3,2,3,3,2,2,1,2,3326,{6F3980DC-02F4-43CA-8245-09B00CE9BA2C},
756,13,121,010603,13121010603,106.03,Census Tract 106.03,0.6,92.5,2.7,2.3,4.6,38,3,1,3,3,1,3,1,1,3507,{5436D864-6995-4FCD-8F93-DE0186201D74},
757,13,121,010604,13121010604,106.04,Census Tract 106.04,1.2,82.6,10.7,2.7,7.2,25.6,3,1,3,3,1,3,2,3,3482,{3C9AF285-8908-45CC-8BBC-2A2C28178987},
758,13,121,011614,13121011614,116.14,Census Tract 116.14,17.7,16.7,9.3,3.8,5.4,10.1,1,3,3,2,1,3,3,4,13082,{5EEFAB6E-BA4A-49AC-904E-53CE28A2109C},
759,13,121,011620,13121011620,116.20,Census Tract 116.20,17.5,9.1,6.3,2.8,6.3,3.4,1,3,3,3,1,3,3,4,9333,{9BA7ECDB-0472-45D4-B83E-1DE1946317F9},
760,13,121,011420,13121011420,114.20,Census Tract 114.20,1.4,16.6,70.4,2.3,1.3,27,3,3,1,3,1,3,2,3,7484,{65B79FE7-8F36-4E3F-B4DA-09D623ED4952},
761,13,121,011613,13121011613,116.13,Census Tract 116.13,20,10.9,7.1,2.8,6.8,13.4,1,3,3,3,1,3,3,4,6240,{11282646-79FF-48A3-95D1-B98158C86C6B},
762,13,121,011426,13121011426,114.26,Census Tract 114.26,9.5,9,12.5,2.1,4.4,1,2,3,3,3,2,3,3,4,2338,{14AF354B-1D23-445F-BA41-6443DFAC46AC},
763,13,121,011425,13121011425,114.25,Census Tract 114.25,16.3,5.6,3,1.7,7.5,1.1,1,3,3,3,1,3,3,4,6906,{5B48E1F1-F8BB-40F4-807C-8C298677C559},
764,13,121,011423,13121011423,114.23,Census Tract 114.23,4.9,7.1,5.9,2,9.8,6.3,3,3,3,3,3,3,3,4,4852,{114E0E8A-F57D-4B6D-9050-093CCBCE34EF},
765,13,121,011418,13121011418,114.18,Census Tract 114.18,2.5,5.1,4.5,2.1,17.2,4.9,3,3,3,3,3,1,3,4,5853,{D9A898D0-1649-4FFA-8F0E-D2484BD68387},
766,13,121,010800,13121010800,108,Census Tract 108,5.8,28.3,35.2,1.9,7.9,34.1,3,3,2,3,2,3,1,2,6372,{167D2200-E949-4488-8A0C-19513AA1241E},
767,13,121,004300,13121004300,43,Census Tract 43,0.5,88.7,2.5,2.9,1.6,26.8,3,1,3,3,1,3,2,3,2421,{BBC927C3-99D4-4746-8498-3A2115CB6230},
768,13,121,008904,13121008904,89.04,Census Tract 89.04,5.3,14.2,9.4,2.1,8.4,11.8,3,3,3,3,3,3,3,4,4883,{DEB474E0-0B11-418F-8E3D-3A6F5337B13C},
769,13,121,006400,13121006400,64,Census Tract 64,0.3,70.6,21,2.9,4.4,48.7,3,2,3,3,2,3,1,2,1346,{51E3FBF5-E822-4E99-8601-0245003F6D07},
770,13,121,005300,13121005300,53,Census Tract 53,2.1,35.3,4,2.3,3.8,12.3,3,3,3,3,3,3,3,4,3443,{BECE575A-D7AA-4B5E-AEB6-74C43986196E},
771,13,121,005502,13121005502,55.02,Census Tract 55.02,0.2,93.7,0.9,1.9,9.7,49.4,3,1,3,3,1,3,1,1,2556,{A67E7A76-4091-4429-9B6D-D212A17E942C},
772,13,121,007001,13121007001,70.01,Census Tract 70.01,0.1,89.8,4.4,1.6,9.1,36,3,1,3,3,1,3,1,1,3943,{10BBDE70-0767-4816-A654-6B4050681204},
773,13,121,007300,13121007300,73,Census Tract 73,0.4,94.2,2.6,1.6,6.9,41.5,3,1,3,3,1,3,1,1,6683,{A56B3134-552E-4B8F-BE5E-6556D67DF56E},
774,13,121,010508,13121010508,105.08,Census Tract 105.08,0.3,94.1,1.9,1.1,8,20.5,3,1,3,3,1,3,3,4,3757,{AB20B8F1-E729-4E5C-A491-C56D32AF532F},
775,13,121,010507,13121010507,105.07,Census Tract 105.07,0.7,92.8,2.9,1.9,5.7,32.8,3,1,3,3,1,3,2,3,7974,{0B64E420-04C6-4076-8E76-CB391EF059A5},
776,13,121,010511,13121010511,105.11,Census Tract 105.11,0.4,92.9,2.2,1.4,6.1,12.6,3,1,3,3,1,3,3,4,7651,{15295E96-6C2F-4F6E-BA13-8BB217199425},
777,13,121,011421,13121011421,114.21,Census Tract 114.21,4.6,22.9,45.3,2.7,3.8,18.6,3,3,1,3,1,3,3,4,4435,{3B20C39B-2562-4762-8D82-D4F2A6628B29},
778,13,121,011416,13121011416,114.16,Census Tract 114.16,7.2,6,4.9,2.1,14.3,1,3,3,3,3,3,2,3,4,5275,{39948C86-F2CA-4235-A7D0-790FF3C1D386},
779,13,121,008903,13121008903,89.03,Census Tract 89.03,2.1,25.7,52.8,1.2,1.8,31.1,3,3,1,3,1,3,2,3,2372,{5AC5106D-3E59-4CA1-AC1D-A062584282FB},
780,13,121,001001,13121001001,10.01,Census Tract 10.01,36.6,8.1,5.1,3.4,1.2,20.8,1,3,3,2,1,3,3,4,2272,{0557CDEB-752E-490E-98B2-B12DE8AB1548},
781,13,121,009101,13121009101,91.01,Census Tract 91.01,4.3,16.4,5.6,2.6,8.1,11.2,3,3,3,3,3,3,3,4,4248,{4A7073A1-897E-406A-8451-05E1EFF835ED},
782,13,121,001201,13121001201,12.01,Census Tract 12.01,5.3,15.9,5.1,4.5,7.9,12.4,3,3,3,1,1,3,3,4,3479,{69409AC3-858F-4AFF-891A-2785D2528943},
783,13,121,001202,13121001202,12.02,Census Tract 12.02,10.3,16.8,5.7,2.8,2.2,5.7,2,3,3,3,2,3,3,4,3937,{EDD826C8-CF1D-4C46-8250-3D73E4A77DCC},
784,13,121,006700,13121006700,67,Census Tract 67,0.5,88.4,3.7,2.3,13.3,44.7,3,1,3,3,1,2,1,1,3570,{71AFCC75-38FB-4862-96F8-14395A262FFB},
785,13,121,006300,13121006300,63,Census Tract 63,0.2,93.7,1.7,1.7,10.1,48.3,3,1,3,3,1,3,1,1,1924,{1392AE4A-1852-43ED-A057-53F5065673E3},
786,13,121,005700,13121005700,57,Census Tract 57,0.1,96.2,1.3,0.7,13.6,57.7,3,1,3,3,1,2,1,1,1544,{6F211954-EEA7-484C-99DA-1291DB74CD2A},
787,13,121,008201,13121008201,82.01,Census Tract 82.01,0.1,96.2,1.3,1.5,22,26.9,3,1,3,3,1,1,2,3,6083,{3AEE1755-29FE-4FC3-8366-FB0624B42D99},
788,13,121,007808,13121007808,78.08,Census Tract 78.08,0,88.5,9.4,1.4,6.8,56.3,3,1,3,3,1,3,1,1,4306,{1309C51A-95CA-4219-835E-878FBA3E533B},
789,13,121,011506,13121011506,115.06,Census Tract 115.06,2.7,3.4,3,1.9,11.4,0.8,3,3,3,3,3,2,3,4,6148,{0627676D-5F26-48F2-A04B-5C2F7669EC28},
790,13,121,011417,13121011417,114.17,Census Tract 114.17,3.8,4.6,5.3,1.6,22.9,2.9,3,3,3,3,3,1,3,4,4520,{70E3A858-54B2-4812-AA58-A7D69830EF94},
791,13,121,006500,13121006500,65,Census Tract 65,0.4,83.7,2.2,1.6,11.3,24.1,3,1,3,3,1,2,2,3,3678,{1E1F0930-B02D-47D7-B9EA-E65102A7F2DE},
792,13,121,005501,13121005501,55.01,Census Tract 55.01,2.3,80,2.4,2.7,6,39.2,3,2,3,3,2,3,1,2,2307,{80680FA5-28EC-4C2D-835E-9F965F5FBCCB},
793,13,121,004900,13121004900,49,Census Tract 49,1.7,44.7,3.6,2.1,4.9,21,3,3,3,3,3,3,3,4,2481,{63165D03-EF33-4BDA-BE88-A75BF095BBE3},
794,13,121,004800,13121004800,48,Census Tract 48,0.4,89.2,3,1.9,15.4,60.8,3,1,3,3,1,1,1,1,936,{83DC00E6-3DB9-4BD6-9177-0CA765DEB781},
795,13,121,002800,13121002800,28,Census Tract 28,5.4,56.4,4.9,3.2,4.8,45.8,3,2,3,2,2,3,1,2,3547,{1BB4BBC3-7B06-42AC-852E-F8FF40A799AE},
796,13,121,007806,13121007806,78.06,Census Tract 78.06,0.3,97.7,1,0.6,14.2,26.9,3,1,3,3,1,2,2,3,5474,{57367E74-58E0-4ECB-A5D4-2438C3E6A179},
797,13,121,008800,13121008800,88,Census Tract 88,2.6,25.9,9.5,2.6,4.6,17.4,3,3,3,3,3,3,3,4,4578,{BB28E79C-3F33-44CF-A1EC-500689E08E17},
798,13,121,011419,13121011419,114.19,Census Tract 114.19,5.3,6.2,5.3,1.9,18.9,8.7,3,3,3,3,3,1,3,4,5299,{BC6ACB30-3BCC-4CF4-9D42-8A5B2D3B2B1D},
799,13,121,011503,13121011503,115.03,Census Tract 115.03,9.1,4.6,4,1.6,10.6,3.7,2,3,3,3,2,3,3,4,8782,{A86578F4-04CB-413A-9AF2-1C6A70F11F9E},
800,13,089,980000,13089980000,9800,Census Tract 9800,0,0,0,0,0,0,3,3,3,3,3,3,3,4,0,{3D22F35C-40F1-4A35-8B2C-89B0DFC773E5},
801,13,063,980000,13063980000,9800,Census Tract 9800,0,0,0,0,0,0,3,3,3,3,3,3,3,4,0,{29B5ED0B-0838-4DE6-A379-B413618FDBBD},
802,13,121,003700,13121003700,37,Census Tract 37,0,0,0,0,0,0,3,3,3,3,3,3,3,4,0,{89D386A7-07CC-42D3-996E-BA22CB775BFF},
803,13,121,980000,13121980000,9800,Census Tract 9800,0,0,0,0,0,0,3,3,3,3,3,3,3,4,0,{21C5FECC-C08F-49DA-B2EB-4B7110C1B9AF},
804,13,121,011615,13121011615,116.15,Census Tract 116.15,7.6,6.9,5.7,2.3,9,2.9,2,3,3,3,2,3,3,4,9165,{2FBA8C7D-DE42-4AD4-9645-1A49E8DDCC01},
805,13,121,011504,13121011504,115.04,Census Tract 115.04,3.3,3.8,3.6,1.5,6.3,1.1,3,3,3,3,3,3,3,4,12406,{562E7329-DD0C-4203-8E55-1FADF05FA6CD},
806,13,121,009102,13121009102,91.02,Census Tract 91.02,4.1,28.1,5.3,3.1,9.9,11.2,3,3,3,3,3,3,3,4,3677,{F5604013-0D4C-47AA-BE7C-C937BB90FD1A},
807,13,121,010108,13121010108,101.08,Census Tract 101.08,4.6,5.1,4.3,1.6,11.1,1.8,3,3,3,3,3,2,3,4,3830,{BED446A3-ECCD-4D9D-9F43-90674CEFA775},
808,13,121,001800,13121001800,18,Census Tract 18,4.3,52.8,3.1,3.2,10,29.1,3,2,3,2,2,3,2,3,3927,{F14ADD03-1C0A-4FFC-B847-06F91EC6A471},
809,13,121,001300,13121001300,13,Census Tract 13,3.9,22,4.5,2.3,4.3,14.9,3,3,3,3,3,3,3,4,4073,{A2AD3E62-EB3C-4734-9D77-CD126549555C},
810,13,121,001900,13121001900,19,Census Tract 19,11.8,39.7,4.4,2.4,2,36.5,2,3,3,3,2,3,1,2,4636,{27AF989F-9B86-4763-8CD9-E71F5C843D6E},
811,13,121,002100,13121002100,21,Census Tract 21,4.4,69.1,2.9,2.5,2.5,40.5,3,2,3,3,2,3,1,2,2451,{B6B92B23-0538-4767-8EC1-EA05252988F7},
812,13,121,004400,13121004400,44,Census Tract 44,0,96.5,1.1,1.2,7.7,32.1,3,1,3,3,1,3,2,3,2238,{39A9ADFF-0F3E-4DA6-BD8E-DF717C35EDC5},
813,13,121,008602,13121008602,86.02,Census Tract 86.02,1,90.9,1.9,1.6,8.4,46.5,3,1,3,3,1,3,1,1,1285,{CDE5900E-B101-4A37-B5BB-14CE7B532C9B},
814,13,121,007807,13121007807,78.07,Census Tract 78.07,0.1,80.6,17.4,0.9,11.6,41.2,3,2,3,3,2,2,1,2,3116,{FC8A62FA-F4C1-4FF6-8D04-53DD4F7A12F6},
815,13,121,010510,13121010510,105.10,Census Tract 105.10,1.4,82.9,5.8,2.3,6.7,23.9,3,1,3,3,1,3,2,3,15841,{70C31637-798D-4F28-A30F-0E4A1E1B4EC5},
816,13,121,010515,13121010515,105.15,Census Tract 105.15,0.2,80.9,2.6,1.4,16,18.6,3,1,3,3,1,1,3,4,4801,{A04EB85E-001C-41AF-98A5-6A807BE185E3},
817,13,121,010516,13121010516,105.16,Census Tract 105.16,0.5,93.9,2.1,1.5,6.2,16.4,3,1,3,3,1,3,3,4,7850,{A7A9ADB9-8938-493B-B054-933541F89835},
818,13,121,011410,13121011410,114.10,Census Tract 114.10,4.7,10.1,8.2,1.6,12,4.7,3,3,3,3,3,2,3,4,6363,{210359A6-398A-40FC-8860-BAC429BBF2F2},
819,13,121,010107,13121010107,101.07,Census Tract 101.07,3.5,2.9,3.9,1.4,18.6,3.1,3,3,3,3,3,1,3,4,1834,{44133671-64F0-4706-B080-19D9E42040C7},
820,13,121,003200,13121003200,32,Census Tract 32,2,20.3,4.3,2.7,3.2,17.1,3,3,3,3,3,3,3,4,2015,{B239F363-64CF-43D1-A4CB-732288453083},
821,13,121,004200,13121004200,42,Census Tract 42,0.4,93.1,1.3,1.7,18.8,32.6,3,1,3,3,1,1,2,3,2212,{E61C30C5-69DD-4E63-8E5B-CF8B05A215EF},
822,13,121,003800,13121003800,38,Census Tract 38,0.2,94.1,3.4,1.8,0.7,20.9,3,1,3,3,1,3,3,4,3967,{C13E7E04-EA5A-409F-907C-C077F0EB5504},
823,13,121,002500,13121002500,25,Census Tract 25,0.3,92.6,2.6,2.3,8,34,3,1,3,3,1,3,1,1,1904,{A845DFF6-A71F-4EF0-991B-643A14D01379},
824,13,121,002300,13121002300,23,Census Tract 23,0,93.3,2.9,1.4,11.9,44.3,3,1,3,3,1,2,1,1,1476,{AFCAA63C-A87B-4603-8AEF-E68D8DDF4355},
825,13,121,010512,13121010512,105.12,Census Tract 105.12,0.5,91.1,2.5,2.2,4,27.4,3,1,3,3,1,3,2,3,6343,{0EBD173D-D709-452F-B6C5-729AD4187E84},
826,13,121,007802,13121007802,78.02,Census Tract 78.02,0.4,96,0.9,1.4,13,13.5,3,1,3,3,1,2,3,4,8103,{950B7877-ADAA-4C3A-BA03-363F452CFA73},
827,13,121,010120,13121010120,101.20,Census Tract 101.20,3,32.6,9,4.1,4.9,10.9,3,3,3,1,1,3,3,4,2194,{E656B81F-7CE3-4EE4-A014-ACCD44C5F921},
828,13,121,010117,13121010117,101.17,Census Tract 101.17,3.1,46.2,10.2,5.6,3.6,10.1,3,3,3,1,1,3,3,4,3133,{59E4E821-2CC6-45E3-8AA7-418A43BD5FCB},
829,13,121,010118,13121010118,101.18,Census Tract 101.18,6.3,37.6,16.2,4.7,4.1,19.5,3,3,3,1,1,3,3,4,4782,{E00999F7-72E3-4E78-840C-5A62F5ADE31D},
830,13,121,010113,13121010113,101.13,Census Tract 101.13,4.6,24.2,31.9,2.5,4,23.2,3,3,2,3,2,3,2,3,5439,{2ECFF493-4BA0-4A89-B4E6-2703B0089AE7},
831,13,121,011405,13121011405,114.05,Census Tract 114.05,3.5,16.6,29.1,3,8,9.3,3,3,2,3,2,3,3,4,6891,{879521B9-E42A-41B2-9836-84522D5A3B27},
832,13,121,010106,13121010106,101.06,Census Tract 101.06,2.5,22.9,6.7,4.1,11.6,11.7,3,3,3,1,1,2,3,4,4070,{25AE7355-AFD6-4C44-9646-C97E276602A3},
833,13,121,002900,13121002900,29,Census Tract 29,3.2,45,6.7,3.3,9.2,16,3,3,3,2,2,3,3,4,2523,{313DCFCB-A526-42D1-978D-FB26A5D39AC0},
834,13,121,010110,13121010110,101.10,Census Tract 101.10,6.5,12.8,11.4,2.7,19.3,6.7,3,3,3,3,3,1,3,4,5022,{F83422CE-4CD8-4594-B519-2D62EF574AD3},
835,13,121,000600,13121000600,6,Census Tract 6,21.9,25,4.9,3.3,1,42.2,1,3,3,2,1,3,1,1,5203,{7502CAC9-0A10-4B37-A4A5-BC5CD3ACD5CA},
836,13,121,006601,13121006601,66.01,Census Tract 66.01,0.5,81.8,2.1,1.1,8.3,35.2,3,1,3,3,1,3,1,1,1889,{33C710F0-58FA-4D14-8DC1-43199CBC00BE},
837,13,121,006602,13121006602,66.02,Census Tract 66.02,0.3,94.9,1.4,2.1,7.9,57.7,3,1,3,3,1,3,1,1,1129,{51F3F93A-304B-438F-A757-01B1D65E4735},
838,13,121,006200,13121006200,62,Census Tract 62,0.2,93.8,2.2,1.4,8.8,27.7,3,1,3,3,1,3,2,3,1311,{AEFA2FB5-1539-4DB5-87DF-CFAFC7C965FD},
839,13,121,006100,13121006100,61,Census Tract 61,0.2,96.6,0.8,0.6,16,41.2,3,1,3,3,1,1,1,1,3471,{3F9ABA29-D421-46B6-8DAD-B555FFAE8C3C},
840,13,121,007805,13121007805,78.05,Census Tract 78.05,0.3,88.1,8,1.6,14.5,25.6,3,1,3,3,1,2,2,3,3449,{5EF6F9D7-EF7C-49F6-A45E-AF4206918DDC},
841,13,121,008202,13121008202,82.02,Census Tract 82.02,0,96.4,1.9,1.1,16.6,39.1,3,1,3,3,1,1,1,1,1893,{96DF4477-B3B4-445B-ACF0-9ECF1B2167FD},
842,13,121,010513,13121010513,105.13,Census Tract 105.13,0.9,76.4,12.6,1.9,4.6,19.5,3,2,3,3,2,3,3,4,13362,{F2B12702-580A-47D8-B1B6-645525A4F7D0},
843,13,121,010304,13121010304,103.04,Census Tract 103.04,0.5,91,2.1,2.2,7.9,3.8,3,1,3,3,1,3,3,4,12164,{20AE465F-36C4-43B7-B7DB-4DD1059E62BC},
844,13,121,010303,13121010303,103.03,Census Tract 103.03,0.3,95.6,1.3,1.7,11.3,5.5,3,1,3,3,1,2,3,4,8727,{18B117A4-D9A6-436D-919A-0EE294E9507F},
845,13,121,008101,13121008101,81.01,Census Tract 81.01,0.2,96.1,0.7,2.1,26.7,26.7,3,1,3,3,1,1,2,3,977,{EF6E9654-751F-4CCA-8EFE-1F64DCC48FB1},
846,13,121,006000,13121006000,60,Census Tract 60,0.1,93.9,1.1,1.9,13,42.6,3,1,3,3,1,2,1,1,3390,{20C377A5-9829-441D-82E4-BEACD835730F},
847,13,121,000700,13121000700,7,Census Tract 7,1,70.1,3.4,1.6,1.9,32.8,3,2,3,3,2,3,2,3,2794,{DCE2425C-1A3B-47D8-91E7-5D849EBD8BDD},
848,13,121,001002,13121001002,10.02,Census Tract 10.02,21.3,9,4.7,3.6,0.1,55.3,1,3,3,2,1,3,1,1,6315,{6B16F7B3-B0CE-4E91-BFC7-4E819E0A499C},
849,13,121,010115,13121010115,101.15,Census Tract 101.15,5.3,8.3,3.9,1.5,17.3,2.1,3,3,3,3,3,1,3,4,2546,{625D0098-9B1D-4DD3-A81B-C3024793CC64},
850,13,121,010122,13121010122,101.22,Census Tract 101.22,23.2,14.5,5,2.1,7,8.7,1,3,3,3,1,3,3,4,5596,{72667B98-9B68-49A3-A51E-6AFADACE8DF0},
851,13,121,010205,13121010205,102.05,Census Tract 102.05,4.3,5.6,9,1.9,16.4,4.6,3,3,3,3,3,1,3,4,4907,{46AE3E74-52FE-4B72-960F-A82B0B4762AE},
852,13,121,001600,13121001600,16,Census Tract 16,2.8,10.6,5.6,2.7,2.1,7.4,3,3,3,3,3,3,3,4,2072,{ABE16832-7A0A-439C-A3BE-DA201476DA1D},
853,13,121,003100,13121003100,31,Census Tract 31,3,44.8,4.4,2.9,6.7,21.5,3,3,3,3,3,3,3,4,1599,{333A2A62-81DD-4D48-857D-F76CCDD6653F},
854,13,121,006802,13121006802,68.02,Census Tract 68.02,0.3,97.4,0.4,1.4,4.1,85.6,3,1,3,3,1,3,1,1,1958,{EDF3942A-1F26-4F6A-B72A-FEAB6A5092CE},
855,13,121,007602,13121007602,76.02,Census Tract 76.02,0.3,96.7,1,1,16,28.7,3,1,3,3,1,1,2,3,2418,{F5D7A0E3-48C6-40E1-BF1E-E48E5B552209},
856,13,121,008700,13121008700,87,Census Tract 87,0.5,92.4,2.3,1.3,11.6,43,3,1,3,3,1,2,1,1,4372,{22A10AE6-3DBC-4069-932B-3DEDA961F01F},
857,13,121,012300,13121012300,123,Census Tract 123,1.1,55.7,8.2,2.2,10.9,21.7,3,2,3,3,2,3,2,3,2413,{A239260F-8ACF-42CD-A9D8-A8865F3F57F1},
858,13,121,010114,13121010114,101.14,Census Tract 101.14,3.5,13.7,19,2,9.7,11.7,3,3,3,3,3,3,3,4,6115,{000F56BB-9947-46F4-9BC6-71EA65EAB207},
859,13,121,010212,13121010212,102.12,Census Tract 102.12,2.7,8.3,48,1.8,4.9,17.1,3,3,1,3,1,3,3,4,5440,{0807C143-CF58-40F1-8B73-61F379A295C2},
860,13,121,009802,13121009802,98.02,Census Tract 98.02,5.2,4.4,2.5,1.4,15.7,5.8,3,3,3,3,3,1,3,4,4141,{F00C0710-DBD6-4857-9315-A23B749EE6CB},
861,13,121,010210,13121010210,102.10,Census Tract 102.10,3.3,22.6,11.4,2.8,9.2,5.3,3,3,3,3,3,3,3,4,5604,{F7455AEA-2FD0-49E6-A131-55F29AA9F25D},
862,13,121,010209,13121010209,102.09,Census Tract 102.09,4.1,42,11.2,4.3,3.5,4.2,3,3,3,1,1,3,3,4,5007,{B151E3A7-89EE-4A57-8536-4D635F807305},
863,13,121,003600,13121003600,36,Census Tract 36,1,85.4,4.1,2.2,10.7,24.1,3,1,3,3,1,3,2,3,1207,{A23F4D91-0664-465E-A0C7-37132B2A7F4E},
864,13,121,003500,13121003500,35,Census Tract 35,2.6,59.5,8.3,2.7,1.1,37,3,2,3,3,2,3,1,2,2241,{C8831C90-DAFE-464E-8269-08F869B1B3C3},
865,13,121,008000,13121008000,80,Census Tract 80,0.1,95.3,1,1.5,17,24.7,3,1,3,3,1,1,2,3,4875,{56EF3837-4111-4C69-B544-8BEF104522BB},
866,13,121,003900,13121003900,39,Census Tract 39,0,94.9,1.3,2,12.3,56.1,3,1,3,3,1,2,1,1,1331,{D1946DDF-36E5-4BDA-A86C-4EB10B00D77E},
867,13,121,004100,13121004100,41,Census Tract 41,1.6,88.5,3.3,3,9.3,31.3,3,1,3,3,1,3,2,3,1862,{11B560D7-EF6A-451B-B16C-344A0378C6BE},
868,13,121,002400,13121002400,24,Census Tract 24,0.2,94.3,1,1.4,12.9,20.8,3,1,3,3,1,2,3,4,2273,{52F68060-6713-4C9E-B54C-96287ECBDD24},
869,13,121,012000,13121012000,120,Census Tract 120,0.4,88,4.3,1.9,6.9,43.1,3,1,3,3,1,3,1,1,2918,{EACB0B4A-5A17-4711-B58C-8499667FF9CB},
870,13,121,011900,13121011900,119,Census Tract 119,3.5,62.7,3.8,3.2,6.3,30,3,2,3,2,2,3,2,3,2934,{7FCD9C64-B82D-4A5A-B0E6-E2F5DD51CE06},
871,13,121,011800,13121011800,118,Census Tract 118,2,81.3,2.9,3.5,4.2,61.7,3,1,3,2,1,3,1,1,2655,{B7F43B55-0D18-466A-A02A-D339FC441A93},
872,13,121,009403,13121009403,94.03,Census Tract 94.03,12.4,26.7,9.3,2.5,9.9,18.6,2,3,3,3,2,3,3,4,4625,{F650759C-78AA-42A6-AAB3-B19F017972E9},
